"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"137",228,30720,0,0.000160868,1,1920,16,16,21,0,2,1514500,3440720,983072,15360,814105,1280442,0,0,107525,30722,1454828,89967542,1920,95.851436,0.560558,0.967934,46.443298,22.517807,33.831501,31.544977,28.147442,66.146654,0,70.212619,79.999479,1.045734,53.001628,24.097264,0,0,1.446408,1.999935,0,0,155525,61442,184625,361116,153635,0,0,66.172491,28.152756,61328,46080,308255,138247,0,0,4423792,491536,1966112,983072,0,1,4,1,1397128,0,3440720,8847440,983024,4423792,3932176,84785,15.536378,0,2.281999,1.967309
"138",238,31744,0,0.000165636,1,1984,16,16,21,0,2,1552018,3555408,1015840,15872,841241,1320761,0,0,111109,31746,1499168,92901662,1984,96.507257,0.559148,0.968263,46.591624,22.589727,33.889216,31.631667,28.237337,66.357902,0,70.212623,79.999496,1.044689,53.001575,24.069558,0,0,1.446408,1.999937,0,0,160709,63490,190496,373218,158759,0,0,66.395439,28.243208,63379,47616,319961,142855,0,0,4571248,507920,2031648,1015840,0,1,4,1,1442065,0,3555408,9142352,1015792,4571248,4063248,87126,15.499705,0,2.301061,1.961143
"139",248,32768,0,0.000170981,1,2048,16,16,21,0,2,1604603,3670096,1048608,16384,868377,1364015,0,0,114693,32770,1552471,95963750,2048,96.751097,0.560547,0.968197,46.65145,22.618738,34.027158,31.629582,28.273596,66.443105,0,70.212628,79.999512,1.041989,53.001526,24.007469,0,0,1.446409,1.999939,0,0,165893,65538,197188,385207,163874,0,0,66.472095,28.278427,65431,49152,328033,147463,0,0,4718704,524304,2097184,1048608,0,1,4,1,1490645,0,3670096,9437264,1048560,4718704,4194320,90235,15.571133,0,2.297445,1.952947
"140",258,33792,0,0.000176388,1,2112,16,16,21,0,2,1653067,3784784,1081376,16896,895513,1407628,0,0,118277,33794,1599122,99130992,2112,96.716528,0.560504,0.968608,46.645644,22.615928,34.016917,31.630376,28.270077,66.434832,0,70.212632,79.999527,1.043721,53.00148,24.051939,0,0,1.44641,1.999941,0,0,171077,67586,203314,397274,169002,0,0,66.468796,28.2761,67447,50688,341118,152071,0,0,4866160,540688,2162720,1081376,0,1,4,1,1537184,0,3784784,9732176,1081328,4866160,4325392,93054,15.569072,0,2.299778,1.973533
"141",268,34816,0,0.000181572,1,2176,16,16,21,0,2,1702883,3899472,1114144,17408,922649,1446959,0,0,121861,34818,1643908,101974384,2176,96.759202,0.561108,0.968995,46.761963,22.672329,34.054727,31.683109,28.340574,66.600494,0,70.212636,79.99954,1.042254,53.001436,24.019661,0,0,1.44641,1.999943,0,0,176261,69634,209186,409406,174113,0,0,66.649822,28.344969,69485,52224,349074,156679,0,0,5013616,557072,2228256,1114144,0,1,4,1,1583084,0,3899472,10027088,1114096,5013616,4456464,95738,15.585801,0,2.300151,1.959569
"142",278,35840,0,0.000186757,1,2240,16,16,21,0,2,1746134,4014160,1146912,17920,949785,1491018,0,0,125445,35842,1690438,105116636,2240,97.050341,0.560672,0.969561,46.695822,22.640264,33.98977,31.647162,28.300488,66.50629,0,70.21264,79.999554,1.042575,53.001395,24.021939,0,0,1.446411,1.999944,0,0,181445,71682,215232,421523,179239,0,0,66.567564,28.3057,71546,53760,360003,161287,0,0,5161072,573456,2293792,1146912,0,1,4,1,1628331,0,4014160,10322000,1146864,5161072,4587536,98510,15.556851,0,2.309151,1.954628
"143",288,36864,0,0.000191813,1,2304,16,16,21,0,2,1793480,4128848,1179680,18432,976921,1531461,0,0,129029,36866,1744086,108199446,2304,97.064422,0.560759,0.970425,46.793625,22.687688,34.12923,31.767686,28.359763,66.645582,0,70.212643,79.999566,1.043192,53.001356,24.036523,0,0,1.446411,1.999946,0,0,186629,73730,221825,433458,184359,0,0,66.690355,28.364841,73587,55296,368184,165895,0,0,5308528,589840,2359328,1179680,0,1,4,1,1672649,0,4128848,10616912,1179632,5308528,4718608,101924,15.681675,0,2.312425,1.948871
"144",298,37888,0,0.000197093,1,2368,16,16,21,0,2,1839747,4243536,1212448,18944,1004057,1572838,0,0,132613,37890,1793298,110842478,2368,97.173198,0.56169,0.969658,46.879205,22.729184,34.185559,31.859041,28.41163,66.767466,0,70.212646,79.999578,1.044419,53.00132,24.067958,0,0,1.446412,1.999947,0,0,191813,75778,227946,445367,189480,0,0,66.792662,28.416729,75654,56832,378623,170503,0,0,5455984,606224,2424864,1212448,0,1,4,1,1721091,0,4243536,10911824,1212400,5455984,4849680,104749,15.709436,0,2.316888,1.959903
"145",308,38912,0,0.000202245,1,2432,16,16,21,0,2,1891604,4358224,1245216,19456,1031193,1621724,0,0,136197,38914,1838957,114014814,2432,97.187096,0.561485,0.968746,46.8596,22.719682,34.170459,31.845097,28.399749,66.73954,0,70.21265,79.999589,1.044486,53.001285,24.071323,0,0,1.446412,1.999949,0,0,196997,77826,234101,457487,194594,0,0,66.776907,28.403836,77700,58368,391714,175111,0,0,5603440,622608,2490400,1245216,0,1,4,1,1770104,0,4358224,11206736,1245168,5603440,4980752,107138,15.638355,0,2.314273,1.963951
"146",318,39936,0,0.000207397,1,2496,16,16,21,0,2,1959152,4472912,1277984,19968,1058329,1662956,0,0,139781,39938,1886358,117195352,2496,96.188249,0.561913,0.970748,46.758931,22.670877,34.1444,31.778652,28.338738,66.596161,0,70.212653,79.999599,1.045741,53.001252,24.102402,0,0,1.446413,1.99995,0,0,202181,79874,240595,469471,199719,0,0,66.62568,28.343421,79735,59904,401156,179719,0,0,5750896,638992,2555936,1277984,0,1,4,1,1815552,0,4472912,11501648,1277936,5750896,5111824,110378,15.664459,0,2.293282,1.952114
"147",328,40960,0,0.000212645,1,2560,16,16,21,0,2,1987219,4587600,1310752,20480,1085465,1704375,0,0,143365,40962,1937586,120012770,2560,97.502389,0.561486,0.970166,46.967932,22.772213,34.287438,31.851827,28.465405,66.893827,0,70.212655,79.999609,1.042502,53.001221,24.026753,0,0,1.446413,1.999951,0,0,207365,81922,246695,481608,204832,0,0,66.93733,28.469019,81775,61440,409286,184327,0,0,5898352,655376,2621472,1310752,0,1,4,1,1861047,0,4587600,11796560,1310704,5898352,5242896,112849,15.684562,0,2.318862,1.951155
"148",338,41984,0,0.000218277,1,2624,16,16,21,0,2,2031458,4702288,1343520,20992,1112601,1744593,0,0,146949,41986,1979018,122937888,2624,97.418603,0.562291,0.970795,46.905075,22.741739,34.26739,31.790904,28.42731,66.8043,0,70.212658,79.999619,1.044299,53.001191,24.063374,0,0,1.446413,1.999952,0,0,212549,83970,253053,493537,209960,0,0,66.832737,28.431914,83822,62976,418571,188935,0,0,6045808,671760,2687008,1343520,0,1,4,1,1904874,0,4702288,12091472,1343472,6045808,5373968,115775,15.677771,0,2.325073,1.941102
"149",348,43008,0,0.00022311,1,2688,16,16,21,0,2,2100111,4816976,1376288,21504,1139737,1791059,0,0,150533,43010,2030867,126114708,2688,96.583847,0.561586,0.970296,46.970004,22.773223,34.308491,31.864192,28.466661,66.896773,0,70.212661,79.999628,1.045808,53.001163,24.102542,0,0,1.446414,1.999953,0,0,217733,86018,259177,505531,215071,0,0,66.919541,28.46997,85870,64512,431403,193543,0,0,6193264,688144,2752544,1376288,0,1,4,1,1955553,0,4816976,12386384,1376240,6193264,5505040,118632,15.703882,0,2.30392,1.95428
"150",358,44032,0,0.000228773,1,2752,16,16,21,0,2,2126761,4931664,1409056,22016,1166873,1831875,0,0,154117,44034,2076767,129144874,2752,97.53663,0.561996,0.971649,46.996761,22.786199,34.319406,31.871854,28.482878,66.934879,0,70.212663,79.999637,1.047172,53.001136,24.134195,0,0,1.446414,1.999955,0,0,222917,88066,265281,517638,220192,0,0,66.966833,28.486241,87929,66048,442103,198151,0,0,6340720,704528,2818080,1409056,0,1,4,1,2002531,0,4931664,12681296,1409008,6340720,5636112,121210,15.680939,0,2.329217,1.943889
"151",368,45056,0,0.000233733,1,2816,16,16,21,0,2,2181007,5046352,1441824,22528,1194009,1873334,0,0,157701,45058,2124367,131856864,2816,97.430957,0.562245,0.971247,46.948996,22.763042,34.319112,31.892484,28.453929,66.866847,0,70.212665,79.999645,1.044726,53.00111,24.078813,0,0,1.446414,1.999956,0,0,228101,90114,271724,529665,225314,0,0,66.897412,28.457465,89974,67584,450195,202759,0,0,6488176,720912,2883616,1441824,0,1,4,1,2049214,0,5046352,12976208,1441776,6488176,5767184,124654,15.74397,0,2.324104,1.949317
"152",378,46080,0,0.000239078,1,2880,16,16,21,0,2,2222683,5161040,1474592,23040,1221145,1914242,0,0,161285,46082,2171570,134937486,2880,97.700392,0.56241,0.971405,47.014967,22.795031,34.377306,31.922244,28.493912,66.960805,0,70.212668,79.999653,1.045006,53.001085,24.081344,0,0,1.446415,1.999957,0,0,233285,92162,277980,541580,230434,0,0,66.976263,28.497375,92000,69120,459821,207367,0,0,6635632,737296,2949152,1474592,0,1,4,1,2093513,0,5161040,13271120,1474544,6635632,5898256,127364,15.750886,0,2.332356,1.936364
"153",388,47104,0,0.000243782,1,2944,16,16,21,0,2,2292678,5275728,1507360,23552,1248281,1952663,0,0,164869,47106,2221791,138187390,2944,96.685972,0.563009,0.971819,47.030451,22.80254,34.348187,31.980678,28.503296,66.982856,0,70.21267,79.99966,1.046152,53.001061,24.10802,0,0,1.446415,1.999958,0,0,238469,94210,283823,553655,235552,0,0,67.003187,28.506443,94028,70656,466824,211975,0,0,6783088,753680,3014688,1507360,0,1,4,1,2137608,0,5275728,13566032,1507312,6783088,6029328,129986,15.730873,0,2.311396,1.944676
"154",398,48128,0,0.000249671,1,3008,16,16,21,0,2,2365389,5390416,1540128,24064,1275417,1994739,0,0,168453,48130,2269592,141065558,3008,95.82111,0.562296,0.97186,47.07729,22.825252,34.424496,32.01767,28.531684,67.049564,0,70.212672,79.999668,1.045071,53.001039,24.082843,0,0,1.446415,1.999958,0,0,243653,96258,290348,565693,240672,0,0,67.070194,28.534767,96099,72192,477365,216583,0,0,6930544,770064,3080224,1540128,0,1,4,1,2183391,0,5390416,13860944,1540080,6930544,6160400,133299,15.804314,0,2.289047,1.945099
"155",408,49152,0,0.00025479,1,3072,16,16,21,0,2,2370043,5505104,1572896,24576,1302553,2045504,0,0,172037,49154,2317305,144225446,3072,97.774808,0.562258,0.97257,47.157938,22.864356,34.495044,32.048149,28.580561,67.164423,0,70.212674,79.999674,1.046091,53.001017,24.10999,0,0,1.446416,1.999959,0,0,248837,98306,296625,577755,245788,0,0,67.188147,28.58312,98155,73728,493941,221191,0,0,7078000,786448,3145760,1572896,0,1,4,1,2234232,0,5505104,14155856,1572848,7078000,6291472,136380,15.85987,0,2.333159,1.947578
"156",418,50176,0,0.000259975,1,3136,16,16,21,0,2,2417558,5619792,1605664,25088,1329689,2084783,0,0,175621,50178,2360255,146943540,3136,97.777633,0.562721,0.971659,47.033503,22.804026,34.364991,31.909935,28.505147,66.987197,0,70.212676,79.999681,1.045348,53.000996,24.093897,0,0,1.446416,1.99996,0,0,254021,100354,302461,590077,250912,0,0,67.043324,28.508101,100223,75264,502572,225799,0,0,7225456,802832,3211296,1605664,0,1,4,1,2278156,0,5619792,14450768,1605616,7225456,6422544,138279,15.710973,0,2.334954,1.944317
"157",428,51200,0,0.000265255,1,3200,16,16,21,0,2,2464748,5734480,1638432,25600,1356825,2129265,0,0,179205,51202,2409620,149963082,3200,97.766749,0.56338,0.972424,47.183166,22.876592,34.581069,31.963828,28.595851,67.200352,0,70.212678,79.999688,1.046133,53.000977,24.111405,0,0,1.446416,1.999961,0,0,259205,102402,309589,601850,256028,0,0,67.226601,28.598309,102230,76800,512678,230407,0,0,7372912,819216,3276832,1638432,0,1,4,1,2324054,0,5734480,14745680,1638384,7372912,6553616,141683,15.825981,0,2.336988,1.93559
"158",438,52224,0,0.000270343,1,3264,16,16,21,0,2,2525107,5849168,1671200,26112,1383961,2169455,0,0,182789,52226,2461528,153146848,3264,97.482126,0.562059,0.971821,47.067292,22.820412,34.433369,31.940166,28.525625,67.035316,0,70.212679,79.999694,1.044721,53.000957,24.075828,0,0,1.446416,1.999962,0,0,264389,104450,315206,613781,261152,0,0,67.049955,28.528465,104272,78336,521222,235015,0,0,7520368,835600,3342368,1671200,0,1,4,1,2370114,0,5849168,15040592,1671152,7520368,6684688,143963,15.72664,0,2.326748,1.926512
"159",448,53248,0,0.000275495,1,3328,16,16,21,0,2,2560691,5963856,1703968,26624,1411097,2212899,0,0,186373,53250,2505167,156262448,3328,97.907127,0.562307,0.971948,47.24924,22.908631,34.575796,32.078924,28.635896,67.294453,0,70.212681,79.9997,1.046103,53.000939,24.109459,0,0,1.446417,1.999962,0,0,269573,106498,321473,626232,266270,0,0,67.35393,28.638478,106315,79872,533389,239623,0,0,7667824,851984,3407904,1703968,0,1,4,1,2418887,0,5963856,15335504,1703920,7667824,6815760,147330,15.845972,0,2.339403,1.930659
"160",458,54272,0,0.000280967,1,3392,16,16,21,0,2,2634125,6078544,1736736,27136,1438233,2257479,0,0,189957,54274,2557797,159061960,3392,96.981578,0.562224,0.972153,47.031344,22.802987,34.447539,31.919686,28.503838,66.984114,0,70.212683,79.999705,1.046349,53.000921,24.117118,0,0,1.446417,1.999963,0,0,274757,108546,327952,638046,271392,0,0,67.019302,28.506569,108356,81408,544000,244231,0,0,7815280,868368,3473440,1736736,0,1,4,1,2464399,0,6078544,15630416,1736688,7815280,6946832,150180,15.77466,0,2.317919,1.950257
"161",468,55296,0,0.000285863,1,3456,16,16,21,0,2,2655552,6193232,1769504,27648,1465369,2300528,0,0,193541,55298,2601166,161801928,3456,97.951989,0.562752,0.973051,47.200375,22.884942,34.542618,32.034346,28.606281,67.224854,0,70.212684,79.999711,1.048077,53.000904,24.156234,0,0,1.446417,1.999964,0,0,279941,110594,333862,649944,276521,0,0,67.24565,28.609903,110383,82944,555506,248839,0,0,7962736,884752,3538976,1769504,0,1,4,1,2516122,0,6193232,15925328,1769456,7962736,7077904,152672,15.796019,0,2.342597,1.938187
"162",478,56320,0,0.000291175,1,3520,16,16,21,0,2,2713204,6307920,1802272,28160,1492505,2338443,0,0,197125,56322,2649075,164903396,3520,97.857588,0.563198,0.972287,47.112866,22.842516,34.458653,31.985443,28.553246,67.100219,0,70.212686,79.999716,1.04271,53.000888,24.026968,0,0,1.446417,1.999964,0,0,285125,112642,339848,662118,281634,0,0,67.134997,28.556085,112468,84480,563545,253447,0,0,8110192,901136,3604512,1802272,0,1,4,1,2551737,0,6307920,16220240,1802224,8110192,7208976,155336,15.750186,0,2.335279,1.924375
"163",488,57344,0,0.000296615,1,3584,16,16,21,0,2,2759029,6422608,1835040,28672,1519641,2378496,0,0,200709,57346,2703372,167835248,3584,97.99241,0.56325,0.971994,47.189812,22.879824,34.537283,32.061478,28.59988,67.209807,0,70.212687,79.999721,1.042472,53.000872,24.02302,0,0,1.446417,1.999965,0,0,290309,114690,346251,674062,286757,0,0,67.235243,28.602972,114499,86016,570526,258055,0,0,8257648,917520,3670048,1835040,0,1,4,1,2597983,0,6422608,16515152,1834992,8257648,7340048,158795,15.839226,0,2.338246,1.932115
"164",498,58368,0,0.000301704,1,3648,16,16,21,0,2,2802202,6537296,1867808,29184,1546777,2428999,0,0,204293,58370,2745318,170907220,3648,98.118444,0.562812,0.973195,47.341786,22.95351,34.655498,32.089848,28.691986,67.426255,0,70.212688,79.999726,1.046733,53.000857,24.12717,0,0,1.446418,1.999966,0,0,295493,116738,352505,686313,291868,0,0,67.472855,28.694149,116525,87552,582374,262663,0,0,8405104,933904,3735584,1867808,0,1,4,1,2649491,0,6537296,16810064,1867760,8405104,7471120,160687,15.797472,0,2.343331,1.935476
"165",508,59392,0,0.000307016,1,3712,16,16,21,0,2,2869646,6651984,1900576,29696,1573913,2465482,0,0,207877,59394,2793870,173926022,3712,97.554507,0.563521,0.973003,47.250051,22.909034,34.597104,32.036795,28.636389,67.295601,0,70.21269,79.999731,1.045026,53.000842,24.088104,0,0,1.446418,1.999966,0,0,300677,118786,358780,698356,296994,0,0,67.342369,28.639089,118588,89088,592652,267271,0,0,8552560,950288,3801120,1900576,0,1,4,1,2697356,0,6651984,17104976,1900528,8552560,7602192,164093,15.823465,0,2.328401,1.936094
"166",518,60416,0,0.000312104,1,3776,16,16,21,0,2,2923622,6766672,1933344,30208,1601049,2514552,0,0,211461,60418,2839907,176905928,3776,97.1366,0.563588,0.973015,47.267712,22.917598,34.635096,32.090782,28.647092,67.320752,0,70.212691,79.999735,1.048839,53.000828,24.178415,0,0,1.446418,1.999967,0,0,305861,120834,365230,710107,302108,0,0,67.340097,28.649178,120622,90624,607158,271879,0,0,8700016,966672,3866656,1933344,0,1,4,1,2749133,0,6766672,17399888,1933296,8700016,7733264,167277,15.863031,0,2.324817,1.940673
"167",528,61440,0,0.00031716,1,3840,16,16,21,0,2,2964338,6881360,1966112,30720,1628185,2557625,0,0,215045,61442,2893208,180018784,3840,97.535369,0.56354,0.973551,47.27932,22.923228,34.606086,32.094888,28.654128,67.337284,0,70.212692,79.99974,1.047875,53.000814,24.155944,0,0,1.446418,1.999967,0,0,311045,122882,371018,722135,307233,0,0,67.355939,28.656646,122661,92160,618405,276487,0,0,8847472,983056,3932192,1966112,0,1,4,1,2794026,0,6881360,17694800,1966064,8847472,7864336,169913,15.848352,0,2.331747,1.933068
"168",538,62464,0,0.0003226,1,3904,16,16,21,0,2,3011658,6996048,1998880,31232,1655321,2594827,0,0,218629,62466,2935381,182976728,3904,97.558488,0.563324,0.972954,47.098253,22.835439,34.488861,31.951244,28.54439,67.079399,0,70.212693,79.999744,1.046432,53.0008,24.119856,0,0,1.446418,1.999968,0,0,316229,124930,377369,734253,312354,0,0,67.105537,28.546949,124707,93696,623614,281095,0,0,8994928,999440,3997728,1998880,0,1,4,1,2834712,0,6996048,17989712,1998832,8994928,7995408,172631,15.777254,0,2.333362,1.932534
"169",548,63488,0,0.000327784,1,3968,16,16,21,0,2,3040141,7110736,2031648,31744,1682457,2637559,0,0,222213,63490,2983756,185815576,3968,98.145316,0.562886,0.973152,47.39075,22.977257,34.747812,32.179252,28.721661,67.495986,0,70.212695,79.999748,1.047583,53.000788,24.144451,0,0,1.446419,1.999968,0,0,321413,126978,384050,746205,317465,0,0,67.514624,28.72338,126760,95232,633336,285703,0,0,9142384,1015824,4063264,2031648,0,1,4,1,2884843,0,7110736,18284624,2031600,9142384,8126480,176164,15.938846,0,2.349393,1.933426
"170",558,64512,0,0.000332777,1,4032,16,16,21,0,2,3090841,7225424,2064416,32256,1709593,2684751,0,0,225797,64514,3030714,188841788,4032,98.229511,0.563744,0.973583,47.335543,22.950491,34.706156,32.115942,28.688203,67.417357,0,70.212696,79.999752,1.047607,53.000775,24.148469,0,0,1.446419,1.999969,0,0,326597,129026,390231,758287,322593,0,0,67.440124,28.690604,128803,96768,646134,290311,0,0,9289840,1032208,4128800,2064416,0,1,4,1,2931212,0,7225424,18579536,2064368,9289840,8257552,178821,15.903887,0,2.348127,1.940147
"171",568,65536,0,0.000338121,1,4096,16,16,21,0,2,3130907,7340112,2097184,32768,1736729,2729154,0,0,229381,65538,3079384,191865600,4096,98.335371,0.563813,0.973539,47.375881,22.97005,34.642411,32.12791,28.71265,67.474805,0,70.212697,79.999756,1.048972,53.000763,24.180571,0,0,1.446419,1.999969,0,0,331781,131074,395360,770418,327712,0,0,67.505911,28.714928,130847,98304,657031,294919,0,0,9437296,1048592,4194336,2097184,0,1,4,1,2977875,0,7340112,18874448,2097136,9437296,8388624,180833,15.84503,0,2.354873,1.941419
"172",8,8192,0,3.6673e-05,1,512,16,16,21,0,2,473312,917584,262176,4096,217113,344231,0,0,28677,8194,413477,24717110,512,88.841821,0.526146,0.935918,52.584463,25.494837,13.505138,29.171408,31.869324,74.893612,0,70.212213,79.998047,0.973898,53.006104,22.405464,0,0,1.446351,1.999756,0,0,41477,16386,17360,96399,41023,0,0,74.993189,31.913667,16353,12288,84559,36871,0,0,1179760,131088,524320,262176,0,1,2,1,376859,0,917584,2359376,262128,1179760,1048592,0,0,0,1.947315,2.04219
"173",18,9216,0,4.0961e-05,1,576,16,16,21,0,2,520548,1032272,294944,4608,244249,386609,0,0,32261,9218,465167,28102248,576,89.36102,0.525842,0.944792,53.416023,25.898082,13.9676,29.626006,32.373305,76.077898,0,70.212275,79.998264,0.988013,53.005425,22.739145,0,0,1.446359,1.999783,0,0,46661,18434,19884,108443,46092,0,0,76.176242,32.37752,18397,13824,94786,41479,0,0,1327216,147472,589856,294944,0,1,2,1,422608,0,1032272,2654288,294896,1327216,1179664,0,0,0,1.991915,2.010568
"174",28,10240,0,4.5472e-05,1,640,16,16,21,0,2,578785,1146960,327712,5120,271385,428828,0,0,35845,10242,517388,31211360,640,89.878279,0.525954,0.942576,53.705838,26.038655,17.283249,29.638961,32.548954,76.490615,0,70.212324,79.998438,0.979748,53.004883,22.549462,0,0,1.446366,1.999805,0,0,51845,20482,27190,120538,51247,0,0,76.619651,32.575016,20433,15360,105353,46087,0,0,1474672,163856,655392,327712,0,1,2,1,469211,0,1146960,2949200,327664,1474672,1310736,0,0,0,1.990528,1.973704
"175",38,11264,0,5.0017e-05,1,704,16,16,21,0,2,624708,1261648,360480,5632,298521,471629,0,0,39429,11266,569967,34584170,704,91.378052,0.527079,0.951424,53.754769,26.062428,23.997562,29.583111,32.578613,76.560261,0,70.212364,79.99858,0.981545,53.004439,22.596725,0,0,1.446372,1.999822,0,0,57029,22530,41490,132493,56334,0,0,76.633139,32.58324,22487,16896,117159,50695,0,0,1622128,180240,720928,360480,0,1,2,1,517248,0,1261648,3244112,360432,1622128,1441808,0,0,0,2.028608,1.973012
"176",48,12288,0,5.4374e-05,1,768,16,16,21,0,2,679028,1376336,393248,6144,325657,516424,0,0,43013,12290,622453,37518332,768,91.280036,0.52755,0.949657,54.349101,26.350624,27.548185,29.819476,32.938816,77.406701,0,70.212398,79.998698,0.989237,53.004069,22.780313,0,0,1.446377,1.999837,0,0,62213,24578,51390,144604,61469,0,0,77.516594,32.951146,24514,18432,127735,55303,0,0,1769584,196624,786464,393248,0,1,3,1,562068,0,1376336,3539024,393200,1769584,1572880,0,0,0,2.03598,1.966637
"177",58,13312,0,5.8849e-05,1,832,16,16,21,0,2,726908,1491024,426016,6656,352793,557663,0,0,46597,13314,669593,41094346,832,92.21786,0.524153,0.953983,55.198197,26.762336,28.536373,30.314431,33.453422,78.615995,0,70.212426,79.998798,0.989113,53.003756,22.781123,0,0,1.446381,1.99985,0,0,67397,26626,56782,156567,66569,0,0,78.684343,33.45493,26575,19968,136622,59911,0,0,1917040,213008,852000,426016,0,1,3,1,610843,0,1491024,3833936,425968,1917040,1703952,0,0,0,2.060354,1.934438
"178",68,14336,0,6.301e-05,1,896,16,16,21,0,2,773847,1605712,458784,7168,379929,600172,0,0,50181,14338,722841,44128702,896,93.03635,0.528108,0.95389,54.933431,26.633997,28.490779,30.156216,33.292961,78.238875,0,70.21245,79.998884,0.989229,53.003488,22.785082,0,0,1.446384,1.999861,0,0,72581,28674,61346,168666,71697,0,0,78.333154,33.298069,28622,21504,147118,64519,0,0,2064496,229392,917536,458784,0,1,3,1,656173,0,1605712,4128848,458736,2064496,1835024,0,0,0,2.084246,1.913988
"179",78,15360,0,6.7394e-05,1,960,16,16,21,0,2,825804,1720400,491552,7680,407065,642533,0,0,53765,15362,767431,47255130,960,92.931374,0.528678,0.957271,55.677806,26.994927,28.900793,30.5514,33.744098,79.299027,0,70.212471,79.998958,0.99387,53.003255,22.889028,0,0,1.446387,1.99987,0,0,77765,30722,65782,180741,76837,0,0,79.407105,33.757718,30669,23040,158076,69127,0,0,2211952,245776,983072,491552,0,1,3,1,703081,0,1720400,4423760,491504,2211952,1966096,0,0,0,2.092612,1.922075
"180",88,16384,0,7.1585e-05,1,1024,16,16,21,0,2,874902,1835088,524320,8192,434201,686927,0,0,57349,16386,819702,50155206,1024,93.756444,0.529577,0.956562,55.435633,26.877535,28.646679,30.398188,33.597329,78.954091,0,70.21249,79.999024,0.993478,53.003052,22.886385,0,0,1.44639,1.999878,0,0,82949,32770,69854,192723,81932,0,0,79.03447,33.599789,32683,24576,170670,73735,0,0,2359408,262160,1048608,524320,0,1,3,1,751519,0,1835088,4718672,524272,2359408,2097168,0,0,0,2.10685,1.901625
"181",98,17408,0,7.6033e-05,1,1088,16,16,21,0,2,923762,1949776,557088,8704,461337,727999,0,0,60933,17410,868668,53330522,1088,94.023569,0.531256,0.959273,56.212911,27.254413,29.243426,30.786653,34.068407,80.06111,0,70.212506,79.999081,0.993812,53.002872,22.899814,0,0,1.446392,1.999885,0,0,88133,34818,74718,204767,87047,0,0,80.142518,34.068799,34746,26112,178628,78343,0,0,2506864,278544,1114144,557088,0,1,3,1,796142,0,1949776,5013584,557040,2506864,2228240,0,0,0,2.120121,1.903443
"182",108,18432,0,8.0673e-05,1,1152,16,16,21,0,2,973490,2064464,589856,9216,488473,769649,0,0,64517,18434,918039,56700738,1152,94.318483,0.52873,0.958964,55.560902,26.938309,28.954335,30.438039,33.673252,79.132471,0,70.21252,79.999132,0.99779,53.002713,22.98885,0,0,1.446394,1.999892,0,0,93317,36866,79250,216800,92178,0,0,79.20883,33.677636,36785,27648,189751,82951,0,0,2654320,294928,1179680,589856,0,1,3,1,844317,0,2064464,5308496,589808,2654320,2359312,0,0,0,2.130158,1.905131
"183",118,19456,0,8.4642e-05,1,1216,16,16,21,0,2,1028608,2179152,622624,9728,515609,813213,0,0,68101,19458,971850,59894618,1216,94.562068,0.533226,0.962961,56.086856,27.193331,29.275073,30.721601,33.992013,79.881545,0,70.212533,79.999178,0.991889,53.00257,22.855317,0,0,1.446396,1.999897,0,0,98501,38914,83786,228753,97292,0,0,79.926967,33.994109,38840,29184,199120,87559,0,0,2801776,311312,1245216,622624,0,1,3,1,889230,0,2179152,5603408,622576,2801776,2490384,0,0,0,2.128009,1.906219
"184",128,20480,0,8.893e-05,1,1280,16,16,21,0,2,1074262,2293840,655392,10240,542745,856684,0,0,71685,20482,1018966,62788958,1280,94.920699,0.532874,0.963234,55.862824,27.084725,29.185408,30.587186,33.856237,79.562454,0,70.212545,79.999219,0.99617,53.002441,22.955128,0,0,1.446397,1.999902,0,0,103685,40962,88278,240824,102408,0,0,79.618327,33.856898,40861,30720,210761,92167,0,0,2949232,327696,1310752,655392,0,1,3,1,936291,0,2293840,5898320,655344,2949232,2621456,0,0,0,2.14481,1.897355
