"","name","input.size.1","input.size.2","start","duration","size","throughput","device","context","stream"
"54","[CUDA memcpy DtoH]",13312,0,0.207189,6.624e-06,52,7.486574,"GeForce GTX TITAN (0)",1,7
"55","[CUDA memcpy HtoD]",13312,0,0.207385,9.6e-07,0.066406,0.065969,"GeForce GTX TITAN (0)",1,7
"56","[CUDA memcpy HtoD]",13312,0,0.20754,7.8785e-05,884.066406,10.701421,"GeForce GTX TITAN (0)",1,7
"57","[CUDA memcpy HtoD]",13312,0,0.20774,7.885e-05,884.066406,10.692599,"GeForce GTX TITAN (0)",1,7
"59","[CUDA memcpy DtoH]",13312,0,0.207887,6.944e-06,52.003906,7.142107,"GeForce GTX TITAN (0)",1,7
"60","[CUDA memcpy DtoH]",13312,0,0.207915,7.8721e-05,884.066406,10.710121,"GeForce GTX TITAN (0)",1,7
"61","[CUDA memcpy HtoD]",14336,0,0.279694,9.376e-06,56.003906,5.696404,"GeForce GTX TITAN (0)",1,7
"62","[CUDA memcpy HtoD]",14336,0,0.279909,8.5153e-05,952.066406,10.662705,"GeForce GTX TITAN (0)",1,7
"64","[CUDA memcpy DtoH]",14336,0,0.280049,6.977e-06,56,7.654545,"GeForce GTX TITAN (0)",1,7
"65","[CUDA memcpy HtoD]",14336,0,0.28029,9.6e-07,0.066406,0.065969,"GeForce GTX TITAN (0)",1,7
"66","[CUDA memcpy HtoD]",14336,0,0.280493,8.4705e-05,952.066406,10.719099,"GeForce GTX TITAN (0)",1,7
"67","[CUDA memcpy HtoD]",14336,0,0.280746,8.4705e-05,952.066406,10.719099,"GeForce GTX TITAN (0)",1,7
"69","[CUDA memcpy DtoH]",14336,0,0.280903,7.296e-06,56.003906,7.320379,"GeForce GTX TITAN (0)",1,7
"70","[CUDA memcpy DtoH]",14336,0,0.280939,8.4578e-05,952.066406,10.735194,"GeForce GTX TITAN (0)",1,7
"71","[CUDA memcpy HtoD]",15360,0,0.263006,9.952e-06,0.058598,5.750019,"GeForce GTX TITAN (0)",1,7
"72","[CUDA memcpy HtoD]",15360,0,0.263223,9.101e-05,0.996159,10.689058,"GeForce GTX TITAN (0)",1,7
"74","[CUDA memcpy DtoH]",15360,0,0.263369,7.04e-06,0.058594,8.127906,"GeForce GTX TITAN (0)",1,7
"75","[CUDA memcpy HtoD]",15360,0,0.263597,1.152e-06,6.484985e-05,0.054974,"GeForce GTX TITAN (0)",1,7
"76","[CUDA memcpy HtoD]",15360,0,0.263813,9.053e-05,0.996159,10.745732,"GeForce GTX TITAN (0)",1,7
"77","[CUDA memcpy HtoD]",15360,0,0.264071,9.0529e-05,0.996159,10.745851,"GeForce GTX TITAN (0)",1,7
"79","[CUDA memcpy DtoH]",15360,0,0.264238,7.616e-06,0.058598,7.51368,"GeForce GTX TITAN (0)",1,7
"80","[CUDA memcpy DtoH]",15360,0,0.264273,9.0625e-05,0.996159,10.734468,"GeForce GTX TITAN (0)",1,7
"81","[CUDA memcpy HtoD]",16384,0,0.280794,8.416e-06,0.062504,7.252719,"GeForce GTX TITAN (0)",1,7
"82","[CUDA memcpy HtoD]",16384,0,0.281014,9.9778e-05,1.062565,10.399697,"GeForce GTX TITAN (0)",1,7
"84","[CUDA memcpy DtoH]",16384,0,0.281172,7.712e-06,0.0625,7.91431,"GeForce GTX TITAN (0)",1,7
"85","[CUDA memcpy HtoD]",16384,0,0.281414,9.92e-07,6.484985e-05,0.063841,"GeForce GTX TITAN (0)",1,7
"86","[CUDA memcpy HtoD]",16384,0,0.281624,9.9362e-05,1.062565,10.443238,"GeForce GTX TITAN (0)",1,7
"87","[CUDA memcpy HtoD]",16384,0,0.281897,9.901e-05,1.062565,10.480365,"GeForce GTX TITAN (0)",1,7
"89","[CUDA memcpy DtoH]",16384,0,0.282077,8.001e-06,0.062504,7.628907,"GeForce GTX TITAN (0)",1,7
"90","[CUDA memcpy DtoH]",16384,0,0.282114,9.8018e-05,1.062565,10.586433,"GeForce GTX TITAN (0)",1,7
"91","[CUDA memcpy HtoD]",17408,0,0.256112,8.8e-06,0.06641,7.369725,"GeForce GTX TITAN (0)",1,7
"92","[CUDA memcpy HtoD]",17408,0,0.256321,0.00010525,1.128971,10.475162,"GeForce GTX TITAN (0)",1,7
"94","[CUDA memcpy DtoH]",17408,0,0.256485,8.096e-06,0.066406,8.01011,"GeForce GTX TITAN (0)",1,7
"95","[CUDA memcpy HtoD]",17408,0,0.256721,9.92e-07,6.484985e-05,0.063841,"GeForce GTX TITAN (0)",1,7
"96","[CUDA memcpy HtoD]",17408,0,0.256918,0.000105122,1.128971,10.487917,"GeForce GTX TITAN (0)",1,7
"97","[CUDA memcpy HtoD]",17408,0,0.257184,0.00010445,1.128971,10.555393,"GeForce GTX TITAN (0)",1,7
"99","[CUDA memcpy DtoH]",17408,0,0.257374,8.32e-06,0.06641,7.794901,"GeForce GTX TITAN (0)",1,7
"100","[CUDA memcpy DtoH]",17408,0,0.257415,0.000103938,1.128971,10.607389,"GeForce GTX TITAN (0)",1,7
"101","[CUDA memcpy HtoD]",18432,0,0.259585,9.088e-06,0.070316,7.555928,"GeForce GTX TITAN (0)",1,7
"102","[CUDA memcpy HtoD]",18432,0,0.259801,0.000111042,1.195377,10.512785,"GeForce GTX TITAN (0)",1,7
"104","[CUDA memcpy DtoH]",18432,0,0.259973,8.416e-06,0.070312,8.158811,"GeForce GTX TITAN (0)",1,7
"105","[CUDA memcpy HtoD]",18432,0,0.260222,9.6e-07,6.484985e-05,0.065969,"GeForce GTX TITAN (0)",1,7
"106","[CUDA memcpy HtoD]",18432,0,0.260427,0.000110914,1.195377,10.524917,"GeForce GTX TITAN (0)",1,7
"107","[CUDA memcpy HtoD]",18432,0,0.260704,0.000110499,1.195377,10.564446,"GeForce GTX TITAN (0)",1,7
"109","[CUDA memcpy DtoH]",18432,0,0.260905,8.672e-06,0.070316,7.91839,"GeForce GTX TITAN (0)",1,7
"110","[CUDA memcpy DtoH]",18432,0,0.260946,0.00011037,1.195377,10.576793,"GeForce GTX TITAN (0)",1,7
"111","[CUDA memcpy HtoD]",19456,0,0.242564,9.408e-06,0.074223,7.704398,"GeForce GTX TITAN (0)",1,7
"112","[CUDA memcpy HtoD]",19456,0,0.242754,0.000117155,1.261784,10.51778,"GeForce GTX TITAN (0)",1,7
"114","[CUDA memcpy DtoH]",19456,0,0.242932,8.896e-06,0.074219,8.147397,"GeForce GTX TITAN (0)",1,7
"115","[CUDA memcpy HtoD]",19456,0,0.243145,1.056e-06,6.484985e-05,0.059972,"GeForce GTX TITAN (0)",1,7
"116","[CUDA memcpy HtoD]",19456,0,0.243323,0.000116962,1.261784,10.535136,"GeForce GTX TITAN (0)",1,7
"117","[CUDA memcpy HtoD]",19456,0,0.243583,0.00011613,1.261784,10.610614,"GeForce GTX TITAN (0)",1,7
"119","[CUDA memcpy DtoH]",19456,0,0.243793,8.992e-06,0.074223,8.060829,"GeForce GTX TITAN (0)",1,7
"120","[CUDA memcpy DtoH]",19456,0,0.243828,0.000116226,1.261784,10.601849,"GeForce GTX TITAN (0)",1,7
"121","[CUDA memcpy HtoD]",20480,0,0.262021,9.793e-06,0.078129,7.791042,"GeForce GTX TITAN (0)",1,7
"122","[CUDA memcpy HtoD]",20480,0,0.26223,0.000122851,1.32819,10.557996,"GeForce GTX TITAN (0)",1,7
"124","[CUDA memcpy DtoH]",20480,0,0.262417,9.28e-06,0.078125,8.22133,"GeForce GTX TITAN (0)",1,7
"125","[CUDA memcpy HtoD]",20480,0,0.262664,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"126","[CUDA memcpy HtoD]",20480,0,0.262863,0.000122915,1.32819,10.552499,"GeForce GTX TITAN (0)",1,7
"127","[CUDA memcpy HtoD]",20480,0,0.263149,0.000122147,1.32819,10.618848,"GeForce GTX TITAN (0)",1,7
"129","[CUDA memcpy DtoH]",20480,0,0.26337,9.344e-06,0.078129,8.165419,"GeForce GTX TITAN (0)",1,7
"130","[CUDA memcpy DtoH]",20480,0,0.26341,0.000122307,1.32819,10.604956,"GeForce GTX TITAN (0)",1,7
"131","[CUDA memcpy HtoD]",21504,0,0.234206,1.008e-05,0.082035,7.947656,"GeForce GTX TITAN (0)",1,7
"132","[CUDA memcpy HtoD]",21504,0,0.234399,0.000128642,1.394596,10.586824,"GeForce GTX TITAN (0)",1,7
"134","[CUDA memcpy DtoH]",21504,0,0.234595,9.664e-06,0.082031,8.289388,"GeForce GTX TITAN (0)",1,7
"135","[CUDA memcpy HtoD]",21504,0,0.234822,1.088e-06,6.484985e-05,0.058208,"GeForce GTX TITAN (0)",1,7
"136","[CUDA memcpy HtoD]",21504,0,0.235003,0.000128771,1.394596,10.576219,"GeForce GTX TITAN (0)",1,7
"137","[CUDA memcpy HtoD]",21504,0,0.235276,0.000128739,1.394596,10.578848,"GeForce GTX TITAN (0)",1,7
"139","[CUDA memcpy DtoH]",21504,0,0.235508,9.696e-06,0.082035,8.262414,"GeForce GTX TITAN (0)",1,7
"140","[CUDA memcpy DtoH]",21504,0,0.235546,0.000128258,1.394596,10.618521,"GeForce GTX TITAN (0)",1,7
"141","[CUDA memcpy HtoD]",22528,0,0.256451,1.0433e-05,0.085941,8.044385,"GeForce GTX TITAN (0)",1,7
"142","[CUDA memcpy HtoD]",22528,0,0.256666,0.000139362,1.461002,10.237799,"GeForce GTX TITAN (0)",1,7
"144","[CUDA memcpy DtoH]",22528,0,0.256877,1.0048e-05,0.085938,8.352243,"GeForce GTX TITAN (0)",1,7
"145","[CUDA memcpy HtoD]",22528,0,0.257133,1.152e-06,6.484985e-05,0.054974,"GeForce GTX TITAN (0)",1,7
"146","[CUDA memcpy HtoD]",22528,0,0.257333,0.000140002,1.461002,10.190998,"GeForce GTX TITAN (0)",1,7
"147","[CUDA memcpy HtoD]",22528,0,0.257636,0.000134562,1.461002,10.602994,"GeForce GTX TITAN (0)",1,7
"149","[CUDA memcpy DtoH]",22528,0,0.257878,1.0049e-05,0.085941,8.351783,"GeForce GTX TITAN (0)",1,7
"150","[CUDA memcpy DtoH]",22528,0,0.25792,0.000133827,1.461002,10.661228,"GeForce GTX TITAN (0)",1,7
"151","[CUDA memcpy HtoD]",23552,0,0.259365,1.0784e-05,0.089848,8.136291,"GeForce GTX TITAN (0)",1,7
"152","[CUDA memcpy HtoD]",23552,0,0.259575,0.000155971,1.527409,9.56338,"GeForce GTX TITAN (0)",1,7
"154","[CUDA memcpy DtoH]",23552,0,0.259804,1.0368e-05,0.089844,8.462388,"GeForce GTX TITAN (0)",1,7
"155","[CUDA memcpy HtoD]",23552,0,0.260076,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"156","[CUDA memcpy HtoD]",23552,0,0.260287,0.000153475,1.527409,9.718912,"GeForce GTX TITAN (0)",1,7
"157","[CUDA memcpy HtoD]",23552,0,0.260599,0.000140483,1.527409,10.617726,"GeForce GTX TITAN (0)",1,7
"159","[CUDA memcpy DtoH]",23552,0,0.260851,1.0401e-05,0.089848,8.435897,"GeForce GTX TITAN (0)",1,7
"160","[CUDA memcpy DtoH]",23552,0,0.260894,0.000140131,1.527409,10.644397,"GeForce GTX TITAN (0)",1,7
"161","[CUDA memcpy HtoD]",24576,0,0.25714,1.1137e-05,0.093754,8.220927,"GeForce GTX TITAN (0)",1,7
"162","[CUDA memcpy HtoD]",24576,0,0.257326,0.000160419,1.593815,9.702466,"GeForce GTX TITAN (0)",1,7
"164","[CUDA memcpy DtoH]",24576,0,0.25756,1.072e-05,0.09375,8.540367,"GeForce GTX TITAN (0)",1,7
"165","[CUDA memcpy HtoD]",24576,0,0.257787,1.088e-06,6.484985e-05,0.058208,"GeForce GTX TITAN (0)",1,7
"166","[CUDA memcpy HtoD]",24576,0,0.257961,0.000164035,1.593815,9.488584,"GeForce GTX TITAN (0)",1,7
"167","[CUDA memcpy HtoD]",24576,0,0.258264,0.000146147,1.593815,10.649961,"GeForce GTX TITAN (0)",1,7
"169","[CUDA memcpy DtoH]",24576,0,0.258526,1.0752e-05,0.093754,8.515296,"GeForce GTX TITAN (0)",1,7
"170","[CUDA memcpy DtoH]",24576,0,0.258566,0.000145539,1.593815,10.694452,"GeForce GTX TITAN (0)",1,7
"171","[CUDA memcpy HtoD]",25600,0,0.279823,1.152e-05,0.09766,8.278746,"GeForce GTX TITAN (0)",1,7
"172","[CUDA memcpy HtoD]",25600,0,0.280035,0.000194403,1.660221,8.339942,"GeForce GTX TITAN (0)",1,7
"174","[CUDA memcpy DtoH]",25600,0,0.280307,1.1072e-05,0.097656,8.613388,"GeForce GTX TITAN (0)",1,7
"175","[CUDA memcpy HtoD]",25600,0,0.280578,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"176","[CUDA memcpy HtoD]",25600,0,0.280775,0.000191332,1.660221,8.473803,"GeForce GTX TITAN (0)",1,7
"177","[CUDA memcpy HtoD]",25600,0,0.281132,0.000167011,1.660221,9.707802,"GeForce GTX TITAN (0)",1,7
"179","[CUDA memcpy DtoH]",25600,0,0.281418,1.1072e-05,0.09766,8.613724,"GeForce GTX TITAN (0)",1,7
"180","[CUDA memcpy DtoH]",25600,0,0.281465,0.000151427,1.660221,10.706873,"GeForce GTX TITAN (0)",1,7
"181","[CUDA memcpy HtoD]",26624,0,0.238045,1.2064e-05,0.101566,8.221639,"GeForce GTX TITAN (0)",1,7
"182","[CUDA memcpy HtoD]",26624,0,0.238233,0.00019994,1.726627,8.433328,"GeForce GTX TITAN (0)",1,7
"184","[CUDA memcpy DtoH]",26624,0,0.238511,1.168e-05,0.101562,8.491621,"GeForce GTX TITAN (0)",1,7
"185","[CUDA memcpy HtoD]",26624,0,0.238746,1.088e-06,6.484985e-05,0.058208,"GeForce GTX TITAN (0)",1,7
"186","[CUDA memcpy HtoD]",26624,0,0.238921,0.000195396,1.726627,8.629447,"GeForce GTX TITAN (0)",1,7
"187","[CUDA memcpy HtoD]",26624,0,0.239257,0.000167556,1.726627,10.06326,"GeForce GTX TITAN (0)",1,7
"189","[CUDA memcpy DtoH]",26624,0,0.239548,1.1457e-05,0.101566,8.657227,"GeForce GTX TITAN (0)",1,7
"190","[CUDA memcpy DtoH]",26624,0,0.239591,0.000157252,1.726627,10.722659,"GeForce GTX TITAN (0)",1,7
"191","[CUDA memcpy HtoD]",27648,0,0.209732,1.216e-05,0.105473,8.47044,"GeForce GTX TITAN (0)",1,7
"192","[CUDA memcpy HtoD]",27648,0,0.209919,0.000214085,1.793034,8.179038,"GeForce GTX TITAN (0)",1,7
"194","[CUDA memcpy DtoH]",27648,0,0.210213,1.1776e-05,0.105469,8.746334,"GeForce GTX TITAN (0)",1,7
"195","[CUDA memcpy HtoD]",27648,0,0.21045,1.152e-06,6.484985e-05,0.054974,"GeForce GTX TITAN (0)",1,7
"196","[CUDA memcpy HtoD]",27648,0,0.210638,0.000213509,1.793034,8.201103,"GeForce GTX TITAN (0)",1,7
"197","[CUDA memcpy HtoD]",27648,0,0.210993,0.000182372,1.793034,9.601306,"GeForce GTX TITAN (0)",1,7
"199","[CUDA memcpy DtoH]",27648,0,0.211303,1.1744e-05,0.105473,8.770483,"GeForce GTX TITAN (0)",1,7
"200","[CUDA memcpy DtoH]",27648,0,0.211347,0.000163172,1.793034,10.731065,"GeForce GTX TITAN (0)",1,7
"201","[CUDA memcpy HtoD]",28672,0,0.243578,1.2544e-05,0.109379,8.515246,"GeForce GTX TITAN (0)",1,7
"202","[CUDA memcpy HtoD]",28672,0,0.243784,0.000243301,1.85944,7.463427,"GeForce GTX TITAN (0)",1,7
"204","[CUDA memcpy DtoH]",28672,0,0.24411,1.2096e-05,0.109375,8.830318,"GeForce GTX TITAN (0)",1,7
"205","[CUDA memcpy HtoD]",28672,0,0.244361,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"206","[CUDA memcpy HtoD]",28672,0,0.244547,0.000233573,1.85944,7.774269,"GeForce GTX TITAN (0)",1,7
"207","[CUDA memcpy HtoD]",28672,0,0.244928,0.000201508,1.85944,9.011351,"GeForce GTX TITAN (0)",1,7
"209","[CUDA memcpy DtoH]",28672,0,0.245262,1.2128e-05,0.109379,8.807326,"GeForce GTX TITAN (0)",1,7
"210","[CUDA memcpy DtoH]",28672,0,0.245308,0.000169059,1.85944,10.740979,"GeForce GTX TITAN (0)",1,7
"211","[CUDA memcpy HtoD]",29696,0,0.237285,1.2864e-05,0.113285,8.599965,"GeForce GTX TITAN (0)",1,7
"212","[CUDA memcpy HtoD]",29696,0,0.237479,0.000247493,1.925846,7.599039,"GeForce GTX TITAN (0)",1,7
"214","[CUDA memcpy DtoH]",29696,0,0.23781,1.248e-05,0.113281,8.864281,"GeForce GTX TITAN (0)",1,7
"215","[CUDA memcpy HtoD]",29696,0,0.238113,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"216","[CUDA memcpy HtoD]",29696,0,0.238291,0.000243941,1.925846,7.709688,"GeForce GTX TITAN (0)",1,7
"217","[CUDA memcpy HtoD]",29696,0,0.238678,0.000211556,1.925846,8.889888,"GeForce GTX TITAN (0)",1,7
"219","[CUDA memcpy DtoH]",29696,0,0.239026,1.2448e-05,0.113285,8.887367,"GeForce GTX TITAN (0)",1,7
"220","[CUDA memcpy DtoH]",29696,0,0.239073,0.000174916,1.925846,10.75207,"GeForce GTX TITAN (0)",1,7
"221","[CUDA memcpy HtoD]",30720,0,0.218298,1.3217e-05,0.117191,8.658897,"GeForce GTX TITAN (0)",1,7
"222","[CUDA memcpy HtoD]",30720,0,0.218486,0.000264038,1.992252,7.368481,"GeForce GTX TITAN (0)",1,7
"224","[CUDA memcpy DtoH]",30720,0,0.218836,1.2544e-05,0.117188,9.12316,"GeForce GTX TITAN (0)",1,7
"225","[CUDA memcpy HtoD]",30720,0,0.219095,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"226","[CUDA memcpy HtoD]",30720,0,0.219271,0.000258534,1.992252,7.52535,"GeForce GTX TITAN (0)",1,7
"227","[CUDA memcpy HtoD]",30720,0,0.219672,0.000224356,1.992252,8.671749,"GeForce GTX TITAN (0)",1,7
"229","[CUDA memcpy DtoH]",30720,0,0.220037,1.2801e-05,0.117191,8.940289,"GeForce GTX TITAN (0)",1,7
"230","[CUDA memcpy DtoH]",30720,0,0.220084,0.000181156,1.992252,10.739688,"GeForce GTX TITAN (0)",1,7
"231","[CUDA memcpy HtoD]",31744,0,0.222106,1.3568e-05,0.121098,8.716048,"GeForce GTX TITAN (0)",1,7
"232","[CUDA memcpy HtoD]",31744,0,0.222297,0.000276006,2.058659,7.283931,"GeForce GTX TITAN (0)",1,7
"234","[CUDA memcpy DtoH]",31744,0,0.222661,1.3152e-05,0.121094,8.991455,"GeForce GTX TITAN (0)",1,7
"235","[CUDA memcpy HtoD]",31744,0,0.222915,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"236","[CUDA memcpy HtoD]",31744,0,0.223092,0.000273062,2.058659,7.362463,"GeForce GTX TITAN (0)",1,7
"237","[CUDA memcpy HtoD]",31744,0,0.223505,0.000235429,2.058659,8.539342,"GeForce GTX TITAN (0)",1,7
"239","[CUDA memcpy DtoH]",31744,0,0.223886,1.3152e-05,0.121098,8.991738,"GeForce GTX TITAN (0)",1,7
"240","[CUDA memcpy DtoH]",31744,0,0.223934,0.000312775,2.058659,6.427652,"GeForce GTX TITAN (0)",1,7
"241","[CUDA memcpy HtoD]",32768,0,0.279863,1.3984e-05,0.125004,8.729551,"GeForce GTX TITAN (0)",1,7
"242","[CUDA memcpy HtoD]",32768,0,0.280079,0.000295558,2.125065,7.021494,"GeForce GTX TITAN (0)",1,7
"244","[CUDA memcpy DtoH]",32768,0,0.280467,1.3504e-05,0.125,9.039567,"GeForce GTX TITAN (0)",1,7
"245","[CUDA memcpy HtoD]",32768,0,0.280767,1.088e-06,6.484985e-05,0.058208,"GeForce GTX TITAN (0)",1,7
"246","[CUDA memcpy HtoD]",32768,0,0.280969,0.000301062,2.125065,6.893127,"GeForce GTX TITAN (0)",1,7
"247","[CUDA memcpy HtoD]",32768,0,0.281438,0.000263589,2.125065,7.873085,"GeForce GTX TITAN (0)",1,7
"249","[CUDA memcpy DtoH]",32768,0,0.281851,1.3536e-05,0.125004,9.018472,"GeForce GTX TITAN (0)",1,7
"250","[CUDA memcpy DtoH]",32768,0,0.281908,0.00040644,2.125065,5.105941,"GeForce GTX TITAN (0)",1,7
"251","[CUDA memcpy HtoD]",33792,0,0.272132,1.424e-05,0.12891,8.840501,"GeForce GTX TITAN (0)",1,7
"252","[CUDA memcpy HtoD]",33792,0,0.272354,0.00028903,2.191471,7.404451,"GeForce GTX TITAN (0)",1,7
"254","[CUDA memcpy DtoH]",33792,0,0.272735,1.3825e-05,0.128906,9.105606,"GeForce GTX TITAN (0)",1,7
"255","[CUDA memcpy HtoD]",33792,0,0.273002,1.088e-06,6.484985e-05,0.058208,"GeForce GTX TITAN (0)",1,7
"256","[CUDA memcpy HtoD]",33792,0,0.273181,0.000288326,2.191471,7.42253,"GeForce GTX TITAN (0)",1,7
"257","[CUDA memcpy HtoD]",33792,0,0.273615,0.000250052,2.191471,8.558654,"GeForce GTX TITAN (0)",1,7
"259","[CUDA memcpy DtoH]",33792,0,0.274019,1.3857e-05,0.12891,9.084848,"GeForce GTX TITAN (0)",1,7
"260","[CUDA memcpy DtoH]",33792,0,0.27407,0.000323335,2.191471,6.618858,"GeForce GTX TITAN (0)",1,7
"261","[CUDA memcpy HtoD]",34816,0,0.260397,1.4593e-05,0.132816,8.888058,"GeForce GTX TITAN (0)",1,7
"262","[CUDA memcpy HtoD]",34816,0,0.260589,0.000291814,2.257877,7.55604,"GeForce GTX TITAN (0)",1,7
"264","[CUDA memcpy DtoH]",34816,0,0.260975,1.4176e-05,0.132812,9.149246,"GeForce GTX TITAN (0)",1,7
"265","[CUDA memcpy HtoD]",34816,0,0.261239,1.12e-06,6.484985e-05,0.056545,"GeForce GTX TITAN (0)",1,7
"266","[CUDA memcpy HtoD]",34816,0,0.261414,0.000304934,2.257877,7.230936,"GeForce GTX TITAN (0)",1,7
