"","X","input.size.1","input.size.2","duration","grid.X","grid.y","block.x","block.y","registers.per.thread","static.smem","kernel","elapsed_cycles_sm","gld_inst_32bit","gst_inst_32bit","warps_launched","inst_executed","inst_issued1","shared_load","shared_store","gld_request","gst_request","active_cycles","active_warps","sm_cta_launched","multiprocessor_activity","executed_ipc","achieved_occupancy","requested_global_load_throughput","requested_global_store_throughput","device_memory_read_throughput","device_memory_write_throughput","global_store_throughput","global_load_throughput","shared_memory_efficiency","global_memory_load_efficiency","global_memory_store_efficiency","issued_ipc","instructions_per_warp","issue_slot_utilization","shared_memory_load_transactions_per_request","shared_memory_store_transactions_per_request","global_load_transactions_per_request","global_store_transactions_per_request","shared_load_transactions","shared_store_transactions","global_load_transactions","global_store_transactions","device_memory_read_transactions","l2_read_transactions","l2_write_transactions","shared_memory_load_throughput","shared_memory_store_throughput","l2_throughput_.reads.","l2_throughput_.writes.","issued_control.flow_instructions","executed_control.flow_instructions","issued_load.store_instructions","executed_load.store_instructions","floating_point_operations.single_precision.","floating_point_operations.single_precision_add.","floating_point_operations.double_precision.","floating_point_operations.double_precision_add.","floating_point_operations.double_precision_mul.","floating_point_operations.double_precison_fma.","floating_point_operations.single_precision_special.","l1.shared_memory_utilization","device_memory_utilization","control.flow_function_unit_utilization","issue_slots","fp_instructions.single.","fp_instructions.double.","integer_instructions","control.flow_instructions","load.store_instructions","misc_instructions","ecc_transactions","ecc_throughput","flop_efficiency.peak_single.","flop_efficiency.peak_double.","eligible_warps_per_active_cycle"
"11",103,18432,0,5.8977e-05,1,1152,16,16,11,1088,1,475816,313344,313344,9216,1170432,906451,110592,64512,18432,18432,446129,27143620,1152,93.760824,2.623528,0.942877,20.256436,20.256436,21.166651,21.621759,28.597321,29.788876,20.881241,68,70.833333,2.734176,127,59.574865,1,1.000899,1.53125,1.5,110592,64570,28224,27648,40928,57782,55302,457.557136,267.148295,29.883001,28.600424,101475,36864,251124,220736,571392,276480,0,0,0,0,0,4,3,2,1063123,571392,0,12367872,571392,2967552,5345280,0,0,0.312726,0,5.35988
"12",113,19456,0,6.192e-05,1,1216,16,16,11,1088,1,500304,330752,330752,9728,1235456,956720,116736,68096,19456,19456,471520,28511670,1216,94.269284,2.619528,0.943168,20.316035,20.316035,21.241814,21.678169,28.681461,29.876522,20.868851,68,70.833333,2.729817,127,59.479299,1,1.002511,1.53125,1.5,116736,68267,29792,29184,43228,60938,58377,458.903383,268.365862,29.944334,28.685884,107053,38912,265071,232914,603136,291840,0,0,0,0,0,4,3,2,1122096,603136,0,13054976,603136,3132416,5642240,0,0,0.313942,0,5.377448
"13",123,20480,0,6.5217e-05,1,1280,16,16,11,1088,1,524172,348160,348160,10240,1300480,1006953,122880,71680,20480,20480,496089,29767816,1280,94.642407,2.621465,0.944144,20.380538,20.380538,21.345242,21.758285,28.772525,29.97138,20.864994,68,70.833333,2.731593,127,59.517193,1,1.003013,1.53125,1.5,122880,71896,31360,30720,45580,64068,61445,460.360392,269.352789,30.003224,28.774866,112718,40960,278885,245123,634880,307200,0,0,0,0,0,5,3,2,1181033,634880,0,13742080,634880,3297280,5939200,0,0,0.315418,0,5.311081
"14",133,21504,0,6.8352e-05,1,1344,16,16,11,1088,1,551214,365568,365568,10752,1365504,1057214,129024,75264,21504,21504,519434,31563234,1344,94.812178,2.612815,0.946136,20.445389,20.445389,21.478039,21.823896,28.864079,30.066749,20.867524,68,70.833333,2.722413,127,59.316652,1,1.002684,1.53125,1.5,129024,75466,32928,32256,48004,67338,64528,461.82526,270.121102,30.128493,28.871238,118380,43008,292856,257484,666624,322560,0,0,0,0,0,5,3,2,1239998,666624,0,14429184,666624,3462144,6236160,0,0,0.314941,0,5.3263
"15",143,22528,0,7.1713e-05,1,1408,16,16,11,1088,1,574870,382976,382976,11264,1430528,1107583,135168,78848,22528,22528,540913,32747088,1408,94.755162,2.626176,0.945944,20.478509,20.478509,21.474373,21.882043,28.910836,30.115455,20.859016,68,70.833333,2.736382,127,59.621153,1,1.003792,1.53125,1.5,135168,79147,34496,33792,50200,70516,67590,462.573384,270.857715,30.165077,28.913403,124016,45056,306867,269832,698368,337920,0,0,0,0,0,5,3,2,1299071,698368,0,15116288,698368,3627008,6533120,0,0,0.316361,0,5.353825
"16",153,23552,0,7.4529e-05,1,1472,16,16,11,1088,1,598506,400384,400384,11776,1495552,1158005,141312,82432,23552,23552,565838,34352710,1472,95.116173,2.627112,0.946978,20.546984,20.546984,21.570063,21.930112,29.007506,30.216152,20.872765,68,70.833333,2.737493,127,59.645804,1,1.002002,1.53125,1.5,141312,82597,36064,35328,52540,73664,70656,464.120099,271.278645,30.242427,29.007506,129635,47104,320697,282071,730112,353280,0,0,0,0,0,5,3,2,1358197,730112,0,15803392,730112,3791872,6830080,0,0,0.31768,0,5.34728
"17",163,24576,0,7.7633e-05,1,1536,16,16,11,1088,1,620890,417792,417792,12288,1560576,1208359,147456,86016,24576,24576,591287,35820328,1536,95.417868,2.63415,0.947469,20.574464,20.574464,21.657082,21.953344,29.046302,30.256565,20.869029,68,70.833333,2.744837,127,59.805845,1,1.002488,1.53125,1.5,147456,86230,37632,36864,54972,76870,73732,464.740836,271.77329,30.284142,29.047878,135228,49152,334591,294111,761856,368640,0,0,0,0,0,5,3,2,1417255,761856,0,16490496,761856,3956736,7127040,0,0,0.319541,0,5.322878
"18",173,25600,0,8.0896e-05,1,1600,16,16,11,1088,1,646914,435200,435200,12800,1625600,1258530,153600,89600,25600,25600,612284,37560994,1600,95.492137,2.631477,0.948127,20.626806,20.626806,21.776447,22.018357,29.120197,30.333538,20.859853,68,70.833333,2.741764,127,59.737969,1,1.003683,1.53125,1.5,153600,89930,39200,38400,57432,80170,76811,465.923151,272.789512,30.397997,29.124368,140902,51200,348662,306278,793600,384000,0,0,0,0,0,5,3,2,1476130,793600,0,17177600,793600,4121600,7424000,0,0,0.319465,0,5.31152
"19",183,26624,0,8.3841e-05,1,1664,16,16,11,1088,1,668874,452608,452608,13312,1690624,1308832,159744,93184,26624,26624,640383,38792646,1664,95.678558,2.641728,0.948663,20.653579,20.653579,21.731233,22.045549,29.157993,30.37291,20.861517,68,70.833333,2.752383,127,59.969155,1,1.003466,1.53125,1.5,159744,93507,40768,39936,59528,83264,79874,466.527892,273.084583,30.396273,29.158723,146446,53248,362589,318790,825344,399360,0,0,0,0,0,5,3,2,1535136,825344,0,17864704,825344,4286464,7720960,0,0,0.321336,0,5.371634
"20",193,27648,0,8.6689e-05,1,1728,16,16,11,1088,1,694528,470016,470016,13824,1755648,1358910,165888,96768,27648,27648,665675,40277802,1728,95.845668,2.637395,0.949406,20.67257,20.67257,21.80838,22.058201,29.184805,30.400839,20.871947,68,70.833333,2.747476,127,59.860968,1,1.002108,1.53125,1.5,165888,96972,42336,41472,61980,86520,82949,466.956886,272.965755,30.443062,29.186565,152162,55296,376574,330937,857088,414720,0,0,0,0,0,5,3,2,1593918,857088,0,18551808,857088,4451328,8017920,0,0,0.321369,0,5.335611
"21",203,28672,0,8.9728e-05,1,1792,16,16,11,1088,1,718890,487424,487424,14336,1820672,1409424,172032,100352,28672,28672,688846,41841648,1792,95.960439,2.639229,0.949088,20.72164,20.72164,21.83853,22.112991,29.25408,30.473,20.868927,68,70.833333,2.749653,127,59.909256,1,1.002501,1.53125,1.5,172032,100603,43904,43008,64212,89670,86020,468.065287,273.721006,30.496808,29.255441,157776,57344,390385,343251,888832,430080,0,0,0,0,0,5,3,2,1653136,888832,0,19238912,888832,4616192,8314880,0,0,0.321978,0,5.315873
"22",213,29696,0,9.3057e-05,1,1856,16,16,11,1088,1,741042,504832,504832,14848,1885696,1459674,178176,103936,29696,29696,712116,43277470,1856,96.215194,2.644753,0.949234,20.735708,20.735708,21.880535,22.125339,29.27394,30.493688,20.874395,68,70.833333,2.755287,127,60.031627,1,1.00179,1.53125,1.5,178176,104122,45472,44544,66588,92864,89089,468.383046,273.712394,30.514718,29.274269,163420,59392,404246,355477,920576,445440,0,0,0,0,0,5,3,2,1712090,920576,0,19926016,920576,4781056,8611840,0,0,0.323508,0,5.34938
"23",223,30720,0,9.6386e-05,1,1920,16,16,11,1088,1,765756,522240,522240,15360,1950720,1509912,184320,107520,30720,30720,736735,44843668,1920,96.21015,2.647791,0.949756,20.759925,20.759925,21.92131,22.162365,29.308129,30.529301,20.871566,68,70.833333,2.758322,127,60.097321,1,1.002158,1.53125,1.5,184320,107752,47040,46080,68932,96134,92173,468.930069,274.132773,30.571915,29.312263,169057,61440,418301,367793,952320,460800,0,0,0,0,0,5,3,2,1771032,952320,0,20613120,952320,4945920,8908800,0,0,0.323863,0,5.353822
"24",233,31744,0,9.8944e-05,1,1984,16,16,11,1088,1,789172,539648,539648,15872,2015744,1560014,190464,111104,31744,31744,759738,46296988,1984,96.37202,2.650408,0.950317,20.803923,20.803923,21.963534,22.198232,29.370244,30.594004,20.884349,68,70.833333,2.760748,127,60.149223,1,1.000495,1.53125,1.5,190464,111159,48608,47616,71216,99372,95236,469.9239,274.257974,30.64705,29.371477,174671,63488,432283,379905,984064,476160,0,0,0,0,0,5,3,2,1829838,984064,0,21300224,984064,5110784,9205760,0,0,0.324729,0,5.36329
"25",243,32768,0,0.000102305,1,2048,16,16,11,1088,1,813120,557056,557056,16384,2080768,1610579,196608,114688,32768,32768,783304,47746704,2048,96.333137,2.656399,0.950374,20.815023,20.815023,21.982041,22.202352,29.385914,30.610327,20.882389,68,70.833333,2.767297,127,60.292907,1,1.00075,1.53125,1.5,196608,114774,50176,49152,73536,102466,98308,470.174629,274.474197,30.630057,29.38711,180273,65536,446098,392099,1015808,491520,0,0,0,0,0,5,3,2,1889107,1015808,0,21987328,1015808,5275648,9502720,0,0,0.325331,0,5.333619
"26",253,33792,0,0.0001056,1,2112,16,16,11,1088,1,839712,574464,574464,16896,2145792,1660781,202752,118272,33792,33792,808343,49159610,2112,96.264314,2.654556,0.950815,20.854481,20.854481,22.025455,22.245884,29.441621,30.668355,20.882889,68,70.833333,2.765218,127,60.247104,1,1.000685,1.53125,1.5,202752,118353,51744,50688,75840,105782,101377,471.065931,274.976652,30.721211,29.441911,185901,67584,460060,404495,1047552,506880,0,0,0,0,0,5,3,2,1948013,1047552,0,22674432,1047552,5440512,9799680,0,0,0.324873,0,5.338763
"27",263,34816,0,0.000108321,1,2176,16,16,11,1088,1,861132,591872,591872,17408,2210816,1711144,208896,121856,34816,34816,832652,50592200,2176,96.692725,2.65515,0.950709,20.845734,20.845734,22.035889,22.244109,29.429272,30.655492,20.876039,68,70.833333,2.765881,127,60.26167,1,1.001576,1.53125,1.5,208896,122048,53312,52224,78208,108968,104454,470.868354,275.10599,30.702827,29.430963,191579,69632,474046,416779,1079296,522240,0,0,0,0,0,5,3,2,2007080,1079296,0,23361536,1079296,5605376,10096640,0,0,0.326392,0,5.35167
"28",273,35840,0,0.000111425,1,2240,16,16,11,1088,1,884746,609280,609280,17920,2275840,1761308,215040,125440,35840,35840,861466,52461858,2240,96.819313,2.656814,0.951537,20.876592,20.876592,22.07283,22.282254,29.472836,30.700871,20.873199,68,70.833333,2.767423,127,60.294652,1,1.001945,1.53125,1.5,215040,125684,54880,53760,80524,112204,107520,471.56538,275.614877,30.756791,29.472836,197185,71680,487737,428856,1111040,537600,0,0,0,0,0,5,3,2,2065948,1111040,0,24048640,1111040,5770240,10393600,0,0,0.327024,0,5.333638
"29",283,36864,0,0.000114433,1,2304,16,16,11,1088,1,912160,626688,626688,18432,2340864,1811649,221184,129024,36864,36864,883187,53687348,2304,96.823693,2.650474,0.951496,20.882258,20.882258,22.085036,22.289497,29.480835,30.709204,20.878083,68,70.833333,2.760839,127,60.151276,1,1.00131,1.53125,1.5,221184,129193,56448,55296,82848,115340,110600,471.693367,275.51487,30.746524,29.482968,202873,73728,501816,441265,1142784,552960,0,0,0,0,0,5,3,2,2124993,1142784,0,24735744,1142784,5935104,10690560,0,0,0.326259,0,5.327246
"30",293,37888,0,0.000117441,1,2368,16,16,11,1088,1,933466,644096,644096,18944,2405888,1861820,227328,132608,37888,37888,906839,55245682,2368,96.936578,2.658822,0.951893,20.905274,20.905274,22.137073,22.297799,29.513327,30.743049,20.880094,68,70.833333,2.769366,127,60.336512,1,1.001048,1.53125,1.5,227328,132747,58016,56832,85256,118590,113669,472.213237,275.746457,30.792384,29.514626,208434,75776,515764,453497,1174528,568320,0,0,0,0,0,5,3,2,2183868,1174528,0,25422848,1174528,6099968,10987520,0,0,0.327668,0,5.348344
"31",303,38912,0,0.000121026,1,2432,16,16,11,1088,1,961588,661504,661504,19456,2470912,1912132,233472,136192,38912,38912,929829,56593142,2432,97.058824,2.647483,0.952756,20.937615,20.937615,22.176329,22.347754,29.558985,30.79061,20.874831,68,70.833333,2.757548,127,60.079009,1,1.001733,1.53125,1.5,233472,136428,59584,58368,87580,121676,116741,472.943767,276.361929,30.809854,29.560251,214086,77824,529479,465620,1206272,583680,0,0,0,0,0,5,3,2,2242884,1206272,0,26109952,1206272,6264832,11284480,0,0,0.326682,0,5.343775
"32",313,39936,0,0.000123936,1,2496,16,16,11,1088,1,986482,678912,678912,19968,2535936,1962602,239616,139776,39936,39936,956962,58131328,2496,97.007548,2.649986,0.952007,20.937492,20.937492,22.178977,22.337864,29.558812,30.790429,20.877702,68,70.833333,2.760312,127,60.139744,1,1.001359,1.53125,1.5,239616,139966,61152,59904,89896,124976,119813,472.940985,276.257253,30.833851,29.560045,219674,79872,543664,477895,1238016,599040,0,0,0,0,0,5,3,2,2302058,1238016,0,26797056,1238016,6429696,11581440,0,0,0.326818,0,5.35165
"33",323,40960,0,0.000127137,1,2560,16,16,11,1088,1,1007468,696320,696320,20480,2600960,2012979,245760,143360,40960,40960,978652,59383002,2560,97.13976,2.657697,0.951877,20.960214,20.960214,22.195094,22.362217,29.59089,30.823844,20.885313,68,70.833333,2.768399,127,60.316103,1,1.00037,1.53125,1.5,245760,143413,62720,61440,92168,128184,122881,473.454241,276.283745,30.868153,29.591131,225375,81920,557527,490109,1269760,614400,0,0,0,0,0,5,3,2,2361139,1269760,0,27484160,1269760,6594560,11878400,0,0,0.328216,0,5.328005
"34",333,41984,0,0.000129793,1,2624,16,16,11,1088,1,1031110,713728,713728,20992,2665984,2062955,251904,146944,41984,41984,1006352,61047020,2624,97.158596,2.661162,0.95279,20.977238,20.977238,22.220599,22.385424,29.614925,30.84888,20.878107,68,70.833333,2.771661,127,60.386055,1,1.001307,1.53125,1.5,251904,147136,64288,62976,94504,131318,125952,473.838798,276.767123,30.876625,29.614925,230962,83968,571498,502313,1301504,629760,0,0,0,0,0,5,3,2,2419819,1301504,0,28171264,1301504,6759424,12175360,0,0,0.328707,0,5.337537
"35",343,43008,0,0.000133185,1,2688,16,16,11,1088,1,1058920,731136,731136,21504,2731008,2113552,258048,150528,43008,43008,1027894,62839570,2688,97.070034,2.656897,0.952863,20.957133,20.957133,22.19174,22.358449,29.586541,30.819314,20.86982,68,70.833333,2.767492,127,60.296101,1,1.002385,1.53125,1.5,258048,150887,65856,64512,96776,134472,129026,473.384661,276.799632,30.835824,29.587,236648,86016,585199,514917,1333248,645120,0,0,0,0,0,5,3,2,2479120,1333248,0,28858368,1333248,6924288,12472320,0,0,0.327881,0,5.344162
"36",353,44032,0,0.000136181,1,2752,16,16,11,1088,1,1081824,748544,748544,22016,2796032,2163408,264192,154112,44032,44032,1050480,63904912,2752,97.28625,2.656648,0.95312,21.008511,21.008511,22.259574,22.419212,29.659074,30.894869,20.887659,68,70.833333,2.76679,127,60.279382,1,1.000065,1.53125,1.5,264192,154122,67424,66048,99140,137736,132098,474.54519,276.83599,30.925405,29.659523,242231,88064,599347,526919,1364992,660480,0,0,0,0,0,5,3,2,2537680,1364992,0,29545472,1364992,7089152,12769280,0,0,0.328581,0,5.339194
"37",363,45056,0,0.000139233,1,2816,16,16,11,1088,1,1101202,765952,765952,22528,2861056,2213761,270336,157696,45056,45056,1074251,65645550,2816,97.450604,2.66609,0.953313,21.025669,21.025669,22.26423,22.431128,29.683298,30.920102,20.882938,68,70.833333,2.776661,127,60.494578,1,1.000679,1.53125,1.5,270336,157803,68992,67584,101384,140914,135173,474.932761,277.232091,30.945136,29.684396,247878,90112,613322,539154,1396736,675840,0,0,0,0,0,5,3,2,2596737,1396736,0,30232576,1396736,7254016,13066240,0,0,0.330306,0,5.343078
"38",373,46080,0,0.000142785,1,2880,16,16,11,1088,1,1131602,783360,783360,23040,2926080,2264276,276480,161280,46080,46080,1100186,66977884,2880,97.253982,2.658797,0.95286,21.045429,21.045429,22.285115,22.449962,29.711194,30.949161,20.885868,68,70.833333,2.769249,127,60.333676,1,1.000298,1.53125,1.5,276480,161328,70560,69120,103688,144182,138245,475.379109,277.387011,30.988277,29.712269,253508,92160,627131,551452,1428480,691200,0,0,0,0,0,5,3,2,2655956,1428480,0,30919680,1428480,7418880,13363200,0,0,0.328737,0,5.36464
"39",383,47104,0,0.000145377,1,2944,16,16,11,1088,1,1153816,800768,800768,23552,2991104,2314439,282624,164864,47104,47104,1124841,68321426,2944,97.488768,2.659135,0.953166,21.053661,21.053661,22.293795,22.457856,29.722816,30.961267,20.883211,68,70.833333,2.769464,127,60.337928,1,1.000643,1.53125,1.5,282624,164970,72128,70656,105992,147392,141318,475.565054,277.591312,31.001651,29.724078,259143,94208,641299,563717,1460224,706560,0,0,0,0,0,5,3,2,2714823,1460224,0,31606784,1460224,7583744,13660160,0,0,0.329573,0,5.351387
"40",393,48128,0,0.000148833,1,3008,16,16,11,1088,1,1178982,818176,818176,24064,3056128,2364709,288768,168448,48128,48128,1146546,70220346,3008,97.492243,2.658853,0.954073,21.068537,21.068537,22.309511,22.472873,29.743817,30.983143,20.878614,68,70.833333,2.769132,127,60.330572,1,1.001241,1.53125,1.5,288768,168657,73696,72192,108296,150468,144388,475.901072,277.953399,30.997151,29.744641,264794,96256,655242,576017,1491968,721920,0,0,0,0,0,5,3,2,2773797,1491968,0,32293888,1491968,7748608,13957120,0,0,0.32955,0,5.349447
"41",403,49152,0,0.000151009,1,3072,16,16,11,1088,1,1206382,835584,835584,24576,3121152,2415023,294912,172032,49152,49152,1174564,71678368,3072,97.441275,2.655138,0.953524,21.042906,21.042906,22.293618,22.447741,29.707633,30.945451,20.883641,68,70.833333,2.765264,127,60.246305,1,1.000587,1.53125,1.5,294912,172133,75264,73728,110656,153728,147461,475.322121,277.434023,30.971238,29.70864,270463,98304,669021,588237,1523712,737280,0,0,0,0,0,5,3,2,2832815,1523712,0,32980992,1523712,7913472,14254080,0,0,0.328917,0,5.35255
"42",413,50176,0,0.000154753,1,3136,16,16,11,1088,1,1226126,852992,852992,25088,3186176,2465044,301056,175616,50176,50176,1197918,73025846,3136,97.699421,2.659761,0.953708,21.07987,21.07987,22.326189,22.491864,29.759816,30.999809,20.881018,68,70.833333,2.769836,127,60.345115,1,1.000928,1.53125,1.5,301056,175779,76832,75264,112928,156912,150529,476.15706,278.01609,31.021951,29.760014,276055,100352,682771,600250,1555456,752640,0,0,0,0,0,5,3,2,2891540,1555456,0,33668096,1555456,8078336,14551040,0,0,0.330363,0,5.354138
"43",423,51200,0,0.000157857,1,3200,16,16,11,1088,1,1248138,870400,870400,25600,3251200,2515657,307200,179200,51200,51200,1215628,74603760,3200,97.719082,2.665641,0.954525,21.089795,21.089795,22.338125,22.49591,29.773828,31.014404,20.882405,68,70.833333,2.77621,127,60.484791,1,1.000748,1.53125,1.5,307200,179334,78400,76800,115240,160186,153604,476.381246,278.096857,31.050458,29.774603,281638,102400,696948,612699,1587200,768000,0,0,0,0,0,5,3,2,2950857,1587200,0,34355200,1587200,8243200,14848000,0,0,0.33116,0,5.363135
"44",433,52224,0,0.000161569,1,3264,16,16,11,1088,1,1272998,887808,887808,26112,3316224,2565824,313344,182784,52224,52224,1242671,76051144,3264,97.74438,2.665166,0.954328,21.100012,21.100012,22.347274,22.5009,29.788253,31.02943,20.881297,68,70.833333,2.775598,127,60.471082,1,1.000892,1.53125,1.5,313344,182947,79968,78336,117536,163312,156676,476.612043,278.271623,31.050725,29.789013,287284,104448,710796,624931,1618944,783360,0,0,0,0,0,5,3,2,3009728,1618944,0,35042304,1618944,8408064,15144960,0,0,0.331187,0,5.334202
"45",443,53248,0,0.000164577,1,3328,16,16,11,1088,1,1296710,905216,905216,26624,3381248,2616103,319488,186368,53248,53248,1268519,77472168,3328,97.757787,2.667367,0.954264,21.114869,21.114869,22.362892,22.526545,29.809227,31.051278,20.884814,68,70.833333,2.777865,127,60.520398,1,1.000435,1.53125,1.5,319488,186449,81536,79872,119840,166466,159745,476.947629,278.340371,31.063594,29.809413,292965,106496,724721,637162,1650688,798720,0,0,0,0,0,5,3,2,3068711,1650688,0,35729408,1650688,8572928,15441920,0,0,0.331506,0,5.334905
