"","name","input.size.1","input.size.2","start","duration","size","throughput","device","context","stream"
"40","[CUDA memcpy DtoH]",11264,0,1.408441,0.000118817,748.066406,6.00429,"Quadro K5200 (1)",1,7
"41","[CUDA memcpy HtoD]",12288,0,1.367061,1.0113e-05,48.003906,4.526856,"Quadro K5200 (1)",1,7
"42","[CUDA memcpy HtoD]",12288,0,1.367171,0.000138786,816.066406,5.607637,"Quadro K5200 (1)",1,7
"44","[CUDA memcpy DtoH]",12288,0,1.367375,9.857e-06,48,4.644047,"Quadro K5200 (1)",1,7
"45","[CUDA memcpy HtoD]",12288,0,1.367592,1.12e-06,0.066406,0.056545,"Quadro K5200 (1)",1,7
"46","[CUDA memcpy HtoD]",12288,0,1.367691,0.000138562,816.066406,5.616703,"Quadro K5200 (1)",1,7
"47","[CUDA memcpy HtoD]",12288,0,1.367897,0.00013885,816.066406,5.605053,"Quadro K5200 (1)",1,7
"49","[CUDA memcpy DtoH]",12288,0,1.36813,1.0272e-05,48.003906,4.456785,"Quadro K5200 (1)",1,7
"50","[CUDA memcpy DtoH]",12288,0,1.36816,0.00012925,816.066406,6.021366,"Quadro K5200 (1)",1,7
"51","[CUDA memcpy HtoD]",13312,0,1.393731,1.088e-05,52.003906,4.558345,"Quadro K5200 (1)",1,7
"52","[CUDA memcpy HtoD]",13312,0,1.39385,0.000150241,884.066406,5.611727,"Quadro K5200 (1)",1,7
"54","[CUDA memcpy DtoH]",13312,0,1.394068,1.0496e-05,52,4.724758,"Quadro K5200 (1)",1,7
"55","[CUDA memcpy HtoD]",13312,0,1.394292,1.28e-06,0.066406,0.049477,"Quadro K5200 (1)",1,7
"56","[CUDA memcpy HtoD]",13312,0,1.394402,0.000150082,884.066406,5.617672,"Quadro K5200 (1)",1,7
"57","[CUDA memcpy HtoD]",13312,0,1.394627,0.000150274,884.066406,5.610494,"Quadro K5200 (1)",1,7
"59","[CUDA memcpy DtoH]",13312,0,1.394876,1.0913e-05,52.003906,4.544561,"Quadro K5200 (1)",1,7
"60","[CUDA memcpy DtoH]",13312,0,1.394907,0.000139874,884.066406,6.027649,"Quadro K5200 (1)",1,7
"61","[CUDA memcpy HtoD]",14336,0,1.403882,1.1648e-05,56.003906,4.585292,"Quadro K5200 (1)",1,7
"62","[CUDA memcpy HtoD]",14336,0,1.404011,0.000161666,952.066406,5.616278,"Quadro K5200 (1)",1,7
"64","[CUDA memcpy DtoH]",14336,0,1.404244,1.1488e-05,56,4.64883,"Quadro K5200 (1)",1,7
"65","[CUDA memcpy HtoD]",14336,0,1.404471,1.28e-06,0.066406,0.049477,"Quadro K5200 (1)",1,7
"66","[CUDA memcpy HtoD]",14336,0,1.404587,0.000161538,952.066406,5.620729,"Quadro K5200 (1)",1,7
"67","[CUDA memcpy HtoD]",14336,0,1.404835,0.000161634,952.066406,5.61739,"Quadro K5200 (1)",1,7
"69","[CUDA memcpy DtoH]",14336,0,1.405103,1.1617e-05,56.003906,4.597528,"Quadro K5200 (1)",1,7
"70","[CUDA memcpy DtoH]",14336,0,1.405135,0.000150402,952.066406,6.036896,"Quadro K5200 (1)",1,7
"71","[CUDA memcpy HtoD]",15360,0,1.390471,1.2416e-05,0.058598,4.608907,"Quadro K5200 (1)",1,7
"72","[CUDA memcpy HtoD]",15360,0,1.390606,0.00017293,0.996159,5.625462,"Quadro K5200 (1)",1,7
"74","[CUDA memcpy DtoH]",15360,0,1.390853,1.1616e-05,0.058594,4.926004,"Quadro K5200 (1)",1,7
"75","[CUDA memcpy HtoD]",15360,0,1.391082,1.473e-06,6.484985e-05,0.042994,"Quadro K5200 (1)",1,7
"76","[CUDA memcpy HtoD]",15360,0,1.391203,0.000172675,0.996159,5.633769,"Quadro K5200 (1)",1,7
"77","[CUDA memcpy HtoD]",15360,0,1.391458,0.000172867,0.996159,5.627512,"Quadro K5200 (1)",1,7
"79","[CUDA memcpy DtoH]",15360,0,1.391742,1.2128e-05,0.058598,4.718353,"Quadro K5200 (1)",1,7
"80","[CUDA memcpy DtoH]",15360,0,1.391775,0.000160898,0.996159,6.046136,"Quadro K5200 (1)",1,7
"81","[CUDA memcpy HtoD]",16384,0,1.383965,1.3665e-05,0.062504,4.466804,"Quadro K5200 (1)",1,7
"82","[CUDA memcpy HtoD]",16384,0,1.384108,0.00018749,1.062565,5.534487,"Quadro K5200 (1)",1,7
"84","[CUDA memcpy DtoH]",16384,0,1.384374,1.2576e-05,0.0625,4.853304,"Quadro K5200 (1)",1,7
"85","[CUDA memcpy HtoD]",16384,0,1.384603,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"86","[CUDA memcpy HtoD]",16384,0,1.384723,0.000186915,1.062565,5.551513,"Quadro K5200 (1)",1,7
"87","[CUDA memcpy HtoD]",16384,0,1.384991,0.000187011,1.062565,5.548663,"Quadro K5200 (1)",1,7
"89","[CUDA memcpy DtoH]",16384,0,1.385296,1.28e-05,0.062504,4.768663,"Quadro K5200 (1)",1,7
"90","[CUDA memcpy DtoH]",16384,0,1.38533,0.000173571,1.062565,5.978309,"Quadro K5200 (1)",1,7
"91","[CUDA memcpy HtoD]",17408,0,1.404605,1.4592e-05,0.06641,4.444461,"Quadro K5200 (1)",1,7
"92","[CUDA memcpy HtoD]",17408,0,1.40474,0.000198594,1.128971,5.551582,"Quadro K5200 (1)",1,7
"94","[CUDA memcpy DtoH]",17408,0,1.405021,1.3344e-05,0.066406,4.859851,"Quadro K5200 (1)",1,7
"95","[CUDA memcpy HtoD]",17408,0,1.405257,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"96","[CUDA memcpy HtoD]",17408,0,1.405379,0.000198082,1.128971,5.565931,"Quadro K5200 (1)",1,7
"97","[CUDA memcpy HtoD]",17408,0,1.405659,0.000198307,1.128971,5.559616,"Quadro K5200 (1)",1,7
"99","[CUDA memcpy DtoH]",17408,0,1.405983,1.3377e-05,0.06641,4.848141,"Quadro K5200 (1)",1,7
"100","[CUDA memcpy DtoH]",17408,0,1.406019,0.000184258,1.128971,5.983517,"Quadro K5200 (1)",1,7
"101","[CUDA memcpy HtoD]",18432,0,1.383398,1.4977e-05,0.070316,4.584915,"Quadro K5200 (1)",1,7
"102","[CUDA memcpy HtoD]",18432,0,1.383541,0.000209955,1.195377,5.560052,"Quadro K5200 (1)",1,7
"104","[CUDA memcpy DtoH]",18432,0,1.383836,1.3952e-05,0.070312,4.921484,"Quadro K5200 (1)",1,7
"105","[CUDA memcpy HtoD]",18432,0,1.384074,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"106","[CUDA memcpy HtoD]",18432,0,1.384194,0.000209379,1.195377,5.575348,"Quadro K5200 (1)",1,7
"107","[CUDA memcpy HtoD]",18432,0,1.384493,0.000209442,1.195377,5.57367,"Quadro K5200 (1)",1,7
"109","[CUDA memcpy DtoH]",18432,0,1.384833,1.4208e-05,0.070316,4.833071,"Quadro K5200 (1)",1,7
"110","[CUDA memcpy DtoH]",18432,0,1.384869,0.000194722,1.195377,5.995012,"Quadro K5200 (1)",1,7
"111","[CUDA memcpy HtoD]",19456,0,1.408849,1.5744e-05,0.074223,4.603847,"Quadro K5200 (1)",1,7
"112","[CUDA memcpy HtoD]",19456,0,1.408987,0.000221475,1.261784,5.563655,"Quadro K5200 (1)",1,7
"114","[CUDA memcpy DtoH]",19456,0,1.409296,1.4624e-05,0.074219,4.956185,"Quadro K5200 (1)",1,7
"115","[CUDA memcpy HtoD]",19456,0,1.409537,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"116","[CUDA memcpy HtoD]",19456,0,1.40967,0.000220931,1.261784,5.577355,"Quadro K5200 (1)",1,7
"117","[CUDA memcpy HtoD]",19456,0,1.409975,0.000220995,1.261784,5.575739,"Quadro K5200 (1)",1,7
"119","[CUDA memcpy DtoH]",19456,0,1.410334,1.4624e-05,0.074223,4.95644,"Quadro K5200 (1)",1,7
"120","[CUDA memcpy DtoH]",19456,0,1.41037,0.000205763,1.261784,5.988494,"Quadro K5200 (1)",1,7
"121","[CUDA memcpy HtoD]",20480,0,1.408086,1.6416e-05,0.078129,4.647763,"Quadro K5200 (1)",1,7
"122","[CUDA memcpy HtoD]",20480,0,1.408225,0.000232867,1.32819,5.569962,"Quadro K5200 (1)",1,7
"124","[CUDA memcpy DtoH]",20480,0,1.408549,1.5232e-05,0.078125,5.008794,"Quadro K5200 (1)",1,7
"125","[CUDA memcpy HtoD]",20480,0,1.408797,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"126","[CUDA memcpy HtoD]",20480,0,1.408928,0.00023229,1.32819,5.583798,"Quadro K5200 (1)",1,7
"127","[CUDA memcpy HtoD]",20480,0,1.409243,0.000232483,1.32819,5.579162,"Quadro K5200 (1)",1,7
"129","[CUDA memcpy DtoH]",20480,0,1.409619,1.536e-05,0.078129,4.967296,"Quadro K5200 (1)",1,7
"130","[CUDA memcpy DtoH]",20480,0,1.409657,0.00021645,1.32819,5.992425,"Quadro K5200 (1)",1,7
"131","[CUDA memcpy HtoD]",21504,0,1.3858,1.7056e-05,0.082035,4.69702,"Quadro K5200 (1)",1,7
"132","[CUDA memcpy HtoD]",21504,0,1.385937,0.000243908,1.394596,5.583705,"Quadro K5200 (1)",1,7
"134","[CUDA memcpy DtoH]",21504,0,1.386275,1.5744e-05,0.082031,5.088201,"Quadro K5200 (1)",1,7
"135","[CUDA memcpy HtoD]",21504,0,1.386523,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"136","[CUDA memcpy HtoD]",21504,0,1.386652,0.000243395,1.394596,5.595473,"Quadro K5200 (1)",1,7
"137","[CUDA memcpy HtoD]",21504,0,1.386976,0.000243811,1.394596,5.585926,"Quadro K5200 (1)",1,7
"139","[CUDA memcpy DtoH]",21504,0,1.387371,1.5584e-05,0.082035,5.140681,"Quadro K5200 (1)",1,7
"140","[CUDA memcpy DtoH]",21504,0,1.387409,0.000225315,1.394596,6.044472,"Quadro K5200 (1)",1,7
"141","[CUDA memcpy HtoD]",22528,0,1.387112,1.7696e-05,0.085941,4.742714,"Quadro K5200 (1)",1,7
"142","[CUDA memcpy HtoD]",22528,0,1.387252,0.000255427,1.461002,5.585784,"Quadro K5200 (1)",1,7
"144","[CUDA memcpy DtoH]",22528,0,1.387606,1.6704e-05,0.085938,5.024146,"Quadro K5200 (1)",1,7
"145","[CUDA memcpy HtoD]",22528,0,1.387861,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"146","[CUDA memcpy HtoD]",22528,0,1.387983,0.000254851,1.461002,5.598409,"Quadro K5200 (1)",1,7
"147","[CUDA memcpy HtoD]",22528,0,1.388324,0.000258436,1.461002,5.520748,"Quadro K5200 (1)",1,7
"149","[CUDA memcpy DtoH]",22528,0,1.388738,1.6512e-05,0.085941,5.082792,"Quadro K5200 (1)",1,7
"150","[CUDA memcpy DtoH]",22528,0,1.388779,0.000237795,1.461002,5.999958,"Quadro K5200 (1)",1,7
"151","[CUDA memcpy HtoD]",23552,0,1.372176,1.84e-05,0.089848,4.768574,"Quadro K5200 (1)",1,7
"152","[CUDA memcpy HtoD]",23552,0,1.372312,0.000266947,1.527409,5.587663,"Quadro K5200 (1)",1,7
"154","[CUDA memcpy DtoH]",23552,0,1.372678,1.7024e-05,0.089844,5.153785,"Quadro K5200 (1)",1,7
"155","[CUDA memcpy HtoD]",23552,0,1.373084,1.281e-06,6.484985e-05,0.049438,"Quadro K5200 (1)",1,7
"156","[CUDA memcpy HtoD]",23552,0,1.373203,0.000266435,1.527409,5.598401,"Quadro K5200 (1)",1,7
"157","[CUDA memcpy HtoD]",23552,0,1.373551,0.000266307,1.527409,5.601092,"Quadro K5200 (1)",1,7
"159","[CUDA memcpy DtoH]",23552,0,1.373981,1.6704e-05,0.089848,5.25274,"Quadro K5200 (1)",1,7
"160","[CUDA memcpy DtoH]",23552,0,1.374023,0.000252035,1.527409,5.918265,"Quadro K5200 (1)",1,7
"161","[CUDA memcpy HtoD]",24576,0,1.400092,1.9072e-05,0.093754,4.800569,"Quadro K5200 (1)",1,7
"162","[CUDA memcpy HtoD]",24576,0,1.400262,0.000277923,1.593815,5.600327,"Quadro K5200 (1)",1,7
"164","[CUDA memcpy DtoH]",24576,0,1.400643,1.7697e-05,0.09375,5.173348,"Quadro K5200 (1)",1,7
"165","[CUDA memcpy HtoD]",24576,0,1.400913,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"166","[CUDA memcpy HtoD]",24576,0,1.40104,0.000277188,1.593815,5.615177,"Quadro K5200 (1)",1,7
"167","[CUDA memcpy HtoD]",24576,0,1.401407,0.000277507,1.593815,5.608723,"Quadro K5200 (1)",1,7
"169","[CUDA memcpy DtoH]",24576,0,1.401854,1.7696e-05,0.093754,5.173851,"Quadro K5200 (1)",1,7
"170","[CUDA memcpy DtoH]",24576,0,1.401898,0.000258723,1.593815,6.015931,"Quadro K5200 (1)",1,7
"171","[CUDA memcpy HtoD]",25600,0,1.38782,1.9648e-05,0.09766,4.853988,"Quadro K5200 (1)",1,7
"172","[CUDA memcpy HtoD]",25600,0,1.387962,0.000289539,1.660221,5.599624,"Quadro K5200 (1)",1,7
"174","[CUDA memcpy DtoH]",25600,0,1.38836,1.8272e-05,0.097656,5.219321,"Quadro K5200 (1)",1,7
"175","[CUDA memcpy HtoD]",25600,0,1.388629,1.312e-06,6.484985e-05,0.04827,"Quadro K5200 (1)",1,7
"176","[CUDA memcpy HtoD]",25600,0,1.388752,0.000288675,1.660221,5.616384,"Quadro K5200 (1)",1,7
"177","[CUDA memcpy HtoD]",25600,0,1.389126,0.000288932,1.660221,5.611388,"Quadro K5200 (1)",1,7
"179","[CUDA memcpy DtoH]",25600,0,1.389591,1.8528e-05,0.09766,5.147407,"Quadro K5200 (1)",1,7
"180","[CUDA memcpy DtoH]",25600,0,1.389637,0.000269348,1.660221,6.019386,"Quadro K5200 (1)",1,7
"181","[CUDA memcpy HtoD]",26624,0,1.400106,2.0417e-05,0.101566,4.858003,"Quadro K5200 (1)",1,7
"182","[CUDA memcpy HtoD]",26624,0,1.400246,0.000300868,1.726627,5.604317,"Quadro K5200 (1)",1,7
"184","[CUDA memcpy DtoH]",26624,0,1.400656,1.888e-05,0.101562,5.253291,"Quadro K5200 (1)",1,7
"185","[CUDA memcpy HtoD]",26624,0,1.400927,1.312e-06,6.484985e-05,0.04827,"Quadro K5200 (1)",1,7
"186","[CUDA memcpy HtoD]",26624,0,1.401049,0.00030042,1.726627,5.612674,"Quadro K5200 (1)",1,7
"187","[CUDA memcpy HtoD]",26624,0,1.401434,0.00030058,1.726627,5.609686,"Quadro K5200 (1)",1,7
"189","[CUDA memcpy DtoH]",26624,0,1.401917,1.8496e-05,0.101566,5.362557,"Quadro K5200 (1)",1,7
"190","[CUDA memcpy DtoH]",26624,0,1.40196,0.000276708,1.726627,6.093642,"Quadro K5200 (1)",1,7
"191","[CUDA memcpy HtoD]",27648,0,1.433776,2.1024e-05,0.105473,4.899189,"Quadro K5200 (1)",1,7
"192","[CUDA memcpy HtoD]",27648,0,1.433919,0.000312196,1.793034,5.608686,"Quadro K5200 (1)",1,7
"194","[CUDA memcpy DtoH]",27648,0,1.434344,1.9585e-05,0.105469,5.258965,"Quadro K5200 (1)",1,7
"195","[CUDA memcpy HtoD]",27648,0,1.43462,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"196","[CUDA memcpy HtoD]",27648,0,1.434743,0.000311812,1.793034,5.615593,"Quadro K5200 (1)",1,7
"197","[CUDA memcpy HtoD]",27648,0,1.435148,0.000311684,1.793034,5.617899,"Quadro K5200 (1)",1,7
"199","[CUDA memcpy DtoH]",27648,0,1.435649,1.9584e-05,0.105473,5.259424,"Quadro K5200 (1)",1,7
"200","[CUDA memcpy DtoH]",27648,0,1.435695,0.000290212,1.793034,6.033553,"Quadro K5200 (1)",1,7
"201","[CUDA memcpy HtoD]",28672,0,1.403599,2.1697e-05,0.109379,4.923042,"Quadro K5200 (1)",1,7
"202","[CUDA memcpy HtoD]",28672,0,1.403743,0.000325348,1.85944,5.581283,"Quadro K5200 (1)",1,7
"204","[CUDA memcpy DtoH]",28672,0,1.404186,2.016e-05,0.109375,5.298191,"Quadro K5200 (1)",1,7
"205","[CUDA memcpy HtoD]",28672,0,1.404483,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"206","[CUDA memcpy HtoD]",28672,0,1.404604,0.000322756,1.85944,5.626105,"Quadro K5200 (1)",1,7
"207","[CUDA memcpy HtoD]",28672,0,1.405018,0.000322788,1.85944,5.625548,"Quadro K5200 (1)",1,7
"209","[CUDA memcpy DtoH]",28672,0,1.405537,2.0224e-05,0.109379,5.281608,"Quadro K5200 (1)",1,7
"210","[CUDA memcpy DtoH]",28672,0,1.405583,0.000300579,1.85944,6.041205,"Quadro K5200 (1)",1,7
"211","[CUDA memcpy HtoD]",29696,0,1.394875,2.2336e-05,0.113285,4.952988,"Quadro K5200 (1)",1,7
"212","[CUDA memcpy HtoD]",29696,0,1.395018,0.000334628,1.925846,5.620298,"Quadro K5200 (1)",1,7
"214","[CUDA memcpy DtoH]",29696,0,1.395471,2.0768e-05,0.113281,5.326763,"Quadro K5200 (1)",1,7
"215","[CUDA memcpy HtoD]",29696,0,1.395753,1.312e-06,6.484985e-05,0.04827,"Quadro K5200 (1)",1,7
"216","[CUDA memcpy HtoD]",29696,0,1.395873,0.000334244,1.925846,5.626755,"Quadro K5200 (1)",1,7
"217","[CUDA memcpy HtoD]",29696,0,1.396293,0.000334212,1.925846,5.627294,"Quadro K5200 (1)",1,7
"219","[CUDA memcpy DtoH]",29696,0,1.396829,2.0768e-05,0.113285,5.326943,"Quadro K5200 (1)",1,7
"220","[CUDA memcpy DtoH]",29696,0,1.396876,0.000311236,1.925846,6.042711,"Quadro K5200 (1)",1,7
"221","[CUDA memcpy HtoD]",30720,0,1.398367,2.304e-05,0.117191,4.967215,"Quadro K5200 (1)",1,7
"222","[CUDA memcpy HtoD]",30720,0,1.398513,0.000346148,1.992252,5.620599,"Quadro K5200 (1)",1,7
"224","[CUDA memcpy DtoH]",30720,0,1.398982,2.08e-05,0.117188,5.501967,"Quadro K5200 (1)",1,7
"225","[CUDA memcpy HtoD]",30720,0,1.399281,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"226","[CUDA memcpy HtoD]",30720,0,1.399404,0.000345476,1.992252,5.631531,"Quadro K5200 (1)",1,7
"227","[CUDA memcpy HtoD]",30720,0,1.399838,0.000346116,1.992252,5.621118,"Quadro K5200 (1)",1,7
"229","[CUDA memcpy DtoH]",30720,0,1.400392,2.1472e-05,0.117191,5.329948,"Quadro K5200 (1)",1,7
"230","[CUDA memcpy DtoH]",30720,0,1.400444,0.000321732,1.992252,6.047142,"Quadro K5200 (1)",1,7
"231","[CUDA memcpy HtoD]",31744,0,1.398143,2.368e-05,0.121098,4.99406,"Quadro K5200 (1)",1,7
"232","[CUDA memcpy HtoD]",31744,0,1.398286,0.000360581,2.058659,5.575471,"Quadro K5200 (1)",1,7
"234","[CUDA memcpy DtoH]",31744,0,1.398771,2.2017e-05,0.121094,5.371105,"Quadro K5200 (1)",1,7
"235","[CUDA memcpy HtoD]",31744,0,1.39906,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"236","[CUDA memcpy HtoD]",31744,0,1.39918,0.000359716,2.058659,5.588878,"Quadro K5200 (1)",1,7
"237","[CUDA memcpy HtoD]",31744,0,1.399625,0.000360005,2.058659,5.584391,"Quadro K5200 (1)",1,7
"239","[CUDA memcpy DtoH]",31744,0,1.400199,2.2049e-05,0.121098,5.363479,"Quadro K5200 (1)",1,7
"240","[CUDA memcpy DtoH]",31744,0,1.40025,0.000335044,2.058659,6.000432,"Quadro K5200 (1)",1,7
"241","[CUDA memcpy HtoD]",32768,0,1.412953,2.432e-05,0.125004,5.019492,"Quadro K5200 (1)",1,7
"242","[CUDA memcpy HtoD]",32768,0,1.413099,0.000371589,2.125065,5.584823,"Quadro K5200 (1)",1,7
"244","[CUDA memcpy DtoH]",32768,0,1.413599,2.2688e-05,0.125,5.380391,"Quadro K5200 (1)",1,7
"245","[CUDA memcpy HtoD]",32768,0,1.413901,1.312e-06,6.484985e-05,0.04827,"Quadro K5200 (1)",1,7
"246","[CUDA memcpy HtoD]",32768,0,1.414024,0.000370596,2.125065,5.599787,"Quadro K5200 (1)",1,7
"247","[CUDA memcpy HtoD]",32768,0,1.414482,0.000370884,2.125065,5.595439,"Quadro K5200 (1)",1,7
"249","[CUDA memcpy DtoH]",32768,0,1.415075,2.272e-05,0.125004,5.372977,"Quadro K5200 (1)",1,7
"250","[CUDA memcpy DtoH]",32768,0,1.415129,0.000345604,2.125065,6.00473,"Quadro K5200 (1)",1,7
"251","[CUDA memcpy HtoD]",33792,0,1.411713,2.5152e-05,0.12891,5.005118,"Quadro K5200 (1)",1,7
"252","[CUDA memcpy HtoD]",33792,0,1.411859,0.000383077,2.191471,5.586627,"Quadro K5200 (1)",1,7
"254","[CUDA memcpy DtoH]",33792,0,1.412373,2.3297e-05,0.128906,5.403486,"Quadro K5200 (1)",1,7
"255","[CUDA memcpy HtoD]",33792,0,1.412675,1.28e-06,6.484985e-05,0.049477,"Quadro K5200 (1)",1,7
"256","[CUDA memcpy HtoD]",33792,0,1.412806,0.000382021,2.191471,5.60207,"Quadro K5200 (1)",1,7
"257","[CUDA memcpy HtoD]",33792,0,1.413271,0.000382212,2.191471,5.599271,"Quadro K5200 (1)",1,7
"259","[CUDA memcpy DtoH]",33792,0,1.41388,2.3361e-05,0.12891,5.388842,"Quadro K5200 (1)",1,7
"260","[CUDA memcpy DtoH]",33792,0,1.413931,0.000356004,2.191471,6.011473,"Quadro K5200 (1)",1,7
"261","[CUDA memcpy HtoD]",34816,0,1.404381,2.5665e-05,0.132816,5.053709,"Quadro K5200 (1)",1,7
"262","[CUDA memcpy HtoD]",34816,0,1.404529,0.000394469,2.257877,5.589687,"Quadro K5200 (1)",1,7
"264","[CUDA memcpy DtoH]",34816,0,1.405057,2.3904e-05,0.132812,5.425858,"Quadro K5200 (1)",1,7
"265","[CUDA memcpy HtoD]",34816,0,1.405363,1.281e-06,6.484985e-05,0.049438,"Quadro K5200 (1)",1,7
"266","[CUDA memcpy HtoD]",34816,0,1.405487,0.000393349,2.257877,5.605603,"Quadro K5200 (1)",1,7
"267","[CUDA memcpy HtoD]",34816,0,1.40597,0.000393797,2.257877,5.599226,"Quadro K5200 (1)",1,7
"269","[CUDA memcpy DtoH]",34816,0,1.406599,2.3904e-05,0.132816,5.426014,"Quadro K5200 (1)",1,7
"270","[CUDA memcpy DtoH]",34816,0,1.406656,0.000371653,2.257877,5.932842,"Quadro K5200 (1)",1,7
"271","[CUDA memcpy HtoD]",35840,0,1.404198,2.6337e-05,0.136723,5.069603,"Quadro K5200 (1)",1,7
"272","[CUDA memcpy HtoD]",35840,0,1.404346,0.000405829,2.324284,5.593016,"Quadro K5200 (1)",1,7
"274","[CUDA memcpy DtoH]",35840,0,1.404888,2.3968e-05,0.136719,5.570528,"Quadro K5200 (1)",1,7
"275","[CUDA memcpy HtoD]",35840,0,1.405207,1.312e-06,6.484985e-05,0.04827,"Quadro K5200 (1)",1,7
"276","[CUDA memcpy HtoD]",35840,0,1.405326,0.000405189,2.324284,5.601851,"Quadro K5200 (1)",1,7
"277","[CUDA memcpy HtoD]",35840,0,1.405819,0.000405221,2.324284,5.601408,"Quadro K5200 (1)",1,7
"279","[CUDA memcpy DtoH]",35840,0,1.406465,2.4577e-05,0.136723,5.432646,"Quadro K5200 (1)",1,7
"280","[CUDA memcpy DtoH]",35840,0,1.406518,0.000371941,2.324284,6.102603,"Quadro K5200 (1)",1,7
